Time,Episode,Steps,Steps-RA,Steps-SA,ActorLoss,ActorLoss-RA,ActorLoss-SA,CriticLoss,CriticLoss-RA,CriticLoss-SA,AgentAC_reward,Reward-RA,Reward-SA,AgentAC_Win,Wins-RA,Wins-SA,Agent0_reward
1598802826.9095478,0,146,146.0,146.0,0.0908854529261589,0.0908854529261589,0.0908854529261589,0.9327925443649292,0.9327925443649292,0.9327925443649292,-2.4499999999999997,-2.4499999999999997,-2.4499999999999997,0,0.0,0.0,19.15
1598802827.2142713,1,280,213.0,213.0,0.7460209727287292,0.4184532128274441,0.4184532128274441,0.9208661913871765,0.9268293678760529,0.9268293678760529,15.950000000000012,6.750000000000006,6.750000000000006,0,0.0,0.0,-5.949999999999988
1598802827.4682236,2,136,187.33333333333334,187.33333333333334,-2.522029399871826,-0.5617076580723127,-0.5617076580723127,0.9353631138801575,0.929673949877421,0.929673949877421,-1.4000000000000008,4.033333333333338,4.033333333333338,0,0.0,0.0,19.599999999999998
1598802827.8010263,3,122,171.0,171.0,-1.9910937547683716,-0.9190541822463274,-0.9190541822463274,0.7370694875717163,0.8815228343009949,0.8815228343009949,19.9,8.000000000000004,8.000000000000004,0,0.0,0.0,-2.0000000000000013
1598802828.1018631,4,356,208.0,208.0,-0.519928514957428,-0.8392290487885475,-0.8392290487885475,0.8361823558807373,0.8724547386169433,0.8724547386169433,14.10000000000002,9.220000000000008,9.220000000000008,0,0.0,0.0,-6.899999999999984
1598802828.4183118,5,271,218.5,218.5,1.7688790559768677,-0.4045443646609783,-0.4045443646609783,0.7485897541046143,0.8518105745315552,0.8518105745315552,-4.7499999999999885,6.8916666666666755,6.8916666666666755,0,0.0,0.0,16.20000000000001
1598802828.6722655,6,54,195.0,195.0,0.03480716422200203,-0.3417798605348383,-0.3417798605348383,0.6110595464706421,0.8174175705228534,0.8174175705228534,21.499999999999996,8.978571428571437,8.978571428571437,0,0.0,0.0,-0.20000000000000034
1598802828.8572006,7,157,190.25,190.25,-0.46452903747558594,-0.3571235076524317,-0.3571235076524317,0.5361835360527039,0.7822633162140846,0.7822633162140846,-2.7999999999999985,7.506250000000007,7.506250000000007,0,0.0,0.0,18.95
1598802829.454834,8,400,213.55555555555554,213.55555555555554,-13.19479751586914,-1.7835317307876215,-1.7835317307876215,10.816756248474121,1.8972069753540888,1.8972069753540888,-7.9999999999999805,5.783333333333342,5.783333333333342,0,0.0,0.0,-8.999999999999995
1598802829.7122476,9,178,210.0,210.0,1.2135756015777588,-1.4838209975510837,-1.4838209975510837,0.6988301277160645,1.7773692905902863,1.7773692905902863,18.550000000000004,7.060000000000008,7.060000000000008,0,0.0,0.0,-2.4500000000000006
1598802829.9818344,10,112,201.0909090909091,201.0909090909091,1.363208293914795,-1.2250001528723673,-1.2250001528723673,0.7762285470962524,1.6863564957271924,1.6863564957271924,20.049999999999997,8.240909090909097,8.240909090909097,0,0.0,0.0,-1.6500000000000012
1598802830.1823397,11,116,194.0,194.0,0.059040479362010956,-1.1179967668528359,-1.1179967668528359,0.659458577632904,1.6007816692193348,1.6007816692193348,-1.8000000000000014,7.404166666666673,7.404166666666673,0,0.0,0.0,19.999999999999996
1598802830.445413,12,218,195.84615384615384,195.84615384615384,2.238579511642456,-0.8597985915839672,-0.8597985915839672,0.6688966155052185,1.5290982035490184,1.5290982035490184,-3.449999999999993,6.569230769230776,6.569230769230776,0,0.0,0.0,17.550000000000004
1598802830.6992242,13,310,204.0,204.0,1.634470820426941,-0.6816364907260452,-0.6816364907260452,0.6844701170921326,1.468767625944955,1.468767625944955,-6.699999999999985,5.621428571428579,5.621428571428579,0,0.0,0.0,15.200000000000014
1598802831.0000522,14,252,207.2,207.2,0.45294541120529175,-0.605997697263956,-0.605997697263956,0.6673880815505981,1.4153423229853312,1.4153423229853312,-4.29999999999999,4.960000000000008,4.960000000000008,0,0.0,0.0,16.70000000000001
1598802831.263108,15,167,204.6875,204.6875,0.30510807037353516,-0.5490535867866129,-0.5490535867866129,0.29104527831077576,1.3450737576931715,1.3450737576931715,18.799999999999997,5.825000000000007,5.825000000000007,0,0.0,0.0,-2.1500000000000017
1598802831.4167879,16,185,203.52941176470588,203.52941176470588,0.5914660692214966,-0.48196419525672407,-0.48196419525672407,0.43479979038238525,1.2915282302043016,1.2915282302043016,-3.449999999999996,5.279411764705889,5.279411764705889,0,0.0,0.0,18.200000000000003
1598802831.7487803,17,289,208.27777777777777,208.27777777777777,-2.2353286743164062,-0.579373332982262,-0.579373332982262,0.9217945337295532,1.270987469289038,1.270987469289038,15.700000000000014,5.8583333333333405,5.8583333333333405,0,0.0,0.0,-6.149999999999987
1598802831.9714546,18,89,202.0,202.0,2.177586555480957,-0.434270180957882,-0.434270180957882,0.2144206166267395,1.2153786875699695,1.2153786875699695,20.75,6.642105263157902,6.642105263157902,0,0.0,0.0,-0.2000000000000008
1598802832.1498737,19,121,197.95,197.95,2.646176815032959,-0.28024783115833996,-0.28024783115833996,0.7366373538970947,1.1914416208863259,1.1914416208863259,-1.9000000000000015,6.215000000000006,6.215000000000006,0,0.0,0.0,19.849999999999998
1598802832.4038155,20,155,195.9047619047619,195.9047619047619,-0.6780706644058228,-0.2991917755986963,-0.2991917755986963,0.1609582155942917,1.1423709825390862,1.1423709825390862,19.0,6.82380952380953,6.82380952380953,0,0.0,0.0,-2.7499999999999987
1598802832.7521727,21,345,202.6818181818182,202.6818181818182,1.8580350875854492,-0.20113600909032606,-0.20113600909032606,0.5679056644439697,1.1162589226256718,1.1162589226256718,14.300000000000018,7.16363636363637,7.16363636363637,0,0.0,0.0,-7.549999999999982
1598802832.9683585,22,161,200.8695652173913,200.8695652173913,-1.3980786800384521,-0.25317699478372285,-0.25317699478372285,0.6771984696388245,1.0971693377132001,1.0971693377132001,-2.899999999999998,6.726086956521745,6.726086956521745,0,0.0,0.0,18.85
1598802833.2228131,23,127,197.79166666666666,197.79166666666666,-3.402585983276367,-0.3844023693042497,-0.3844023693042497,0.45814719796180725,1.0705434152235587,1.0705434152235587,-1.1500000000000012,6.397916666666672,6.397916666666672,0,0.0,0.0,19.799999999999997
1598802833.4076886,24,134,195.24,195.24,3.9296178817749023,-0.2118415592610836,-0.2118415592610836,1.0408146381378174,1.069354264140129,1.069354264140129,-2.2000000000000006,6.054000000000006,6.054000000000006,0,0.0,0.0,19.499999999999996
1598802833.6082482,25,66,190.26923076923077,190.26923076923077,-0.8158803582191467,-0.23507382075947064,-0.23507382075947064,0.5156089663505554,1.0480563680712993,1.0480563680712993,21.2,6.636538461538466,6.636538461538466,0,0.0,0.0,-0.5000000000000003
1598802833.771034,26,110,187.2962962962963,187.2962962962963,-0.6720342636108398,-0.2512575408650769,-0.2512575408650769,0.531880259513855,1.0289387344210237,1.0289387344210237,-1.5500000000000012,6.3333333333333375,6.3333333333333375,0,0.0,0.0,20.049999999999997
1598802834.0258498,27,294,191.10714285714286,191.10714285714286,0.3276640474796295,-0.23058176985276596,-0.23058176985276596,0.35336828231811523,1.0048112182744913,1.0048112182744913,-6.2999999999999865,5.882142857142862,5.882142857142862,0,0.0,0.0,15.600000000000012
1598802834.2115238,28,117,188.55172413793105,188.55172413793105,-2.3045079708099365,-0.302096466437496,-0.302096466437496,0.4324447810649872,0.9850744445776117,0.9850744445776117,-1.8000000000000014,5.617241379310349,5.617241379310349,0,0.0,0.0,19.95
1598802834.5113833,29,400,195.6,195.6,-3.1043763160705566,-0.395505794758598,-0.395505794758598,1.1217913627624512,0.989631675183773,0.989631675183773,-8.949999999999994,5.131666666666671,5.131666666666671,0,0.0,0.0,-8.049999999999978
1598802834.7277067,30,84,192.0,192.0,3.6238949298858643,-0.26584770686684117,-0.26584770686684117,0.4226516783237457,0.9713419978657076,0.9713419978657076,20.849999999999998,5.638709677419359,5.638709677419359,0,0.0,0.0,-1.0500000000000007
1598802834.997243,31,128,190.0,190.0,-0.14472609758377075,-0.2620626565767452,-0.2620626565767452,0.07968869060277939,0.9434778320137411,0.9434778320137411,19.599999999999998,6.075000000000004,6.075000000000004,0,0.0,0.0,-2.0000000000000013
1598802835.2134354,32,239,191.4848484848485,191.4848484848485,-0.3643490970134735,-0.2651622456808885,-0.2651622456808885,0.3334830701351166,0.9249931422598434,0.9249931422598434,-4.8999999999999915,5.742424242424246,5.742424242424246,0,0.0,0.0,16.950000000000006
1598802835.3827221,33,117,189.2941176470588,189.2941176470588,-1.5976067781448364,-0.30435179075335755,-0.30435179075335755,0.45188549160957336,0.9110782113583649,0.9110782113583649,-1.7500000000000013,5.522058823529415,5.522058823529415,0,0.0,0.0,19.9
1598802835.6835601,34,149,188.14285714285714,188.14285714285714,-2.6412174701690674,-0.3711193815938064,-0.3711193815938064,0.27734285593032837,0.8929714869175639,0.8929714869175639,-1.7000000000000017,5.315714285714289,5.315714285714289,0,0.0,0.0,19.25
1598802835.8841188,35,139,186.77777777777777,186.77777777777777,2.539827346801758,-0.2902597502494852,-0.2902597502494852,0.5502570271492004,0.8834516408128871,0.8834516408128871,-1.400000000000002,5.12916666666667,5.12916666666667,0,0.0,0.0,19.45
1598802836.031281,36,124,185.0810810810811,185.0810810810811,2.8837480545043945,-0.20447575552640734,-0.20447575552640734,0.5795940160751343,0.8752392725767316,0.8752392725767316,-1.9000000000000015,4.939189189189192,4.939189189189192,0,0.0,0.0,19.699999999999996
1598802836.3165026,37,168,184.6315789473684,184.6315789473684,-3.278214454650879,-0.2853636160296829,-0.2853636160296829,0.3579985201358795,0.8616276738282881,0.8616276738282881,18.700000000000003,5.301315789473687,5.301315789473687,0,0.0,0.0,-3.0999999999999974
1598802836.6017191,38,106,182.6153846153846,182.6153846153846,-0.5126549601554871,-0.29119159921239585,-0.29119159921239585,0.29105138778686523,0.8469975126477388,0.8469975126477388,-0.6500000000000012,5.148717948717951,5.148717948717951,0,0.0,0.0,20.349999999999998
1598802836.7866414,39,114,180.9,180.9,4.013091087341309,-0.18358453204855324,-0.18358453204855324,0.4590417146682739,0.8372986176982522,0.8372986176982522,-1.7000000000000013,4.977500000000003,4.977500000000003,0,0.0,0.0,19.999999999999996
1598802837.1031015,40,280,183.3170731707317,183.3170731707317,0.9413820505142212,-0.15614632271775386,-0.15614632271775386,0.3725356459617615,0.8259629354607768,0.8259629354607768,16.00000000000001,5.246341463414637,5.246341463414637,0,0.0,0.0,-4.999999999999988
1598802837.4045107,41,129,182.02380952380952,182.02380952380952,-0.9996881484985352,-0.17623065190301054,-0.17623065190301054,0.4705882668495178,0.8175016338271754,0.8175016338271754,19.749999999999996,5.5916666666666694,5.5916666666666694,0,0.0,0.0,-2.2000000000000006
1598802837.68971,42,170,181.74418604651163,181.74418604651163,-5.568571090698242,-0.3016339179215043,-0.3016339179215043,0.9887155890464783,0.8214833537159965,0.8214833537159965,18.700000000000003,5.89651162790698,5.89651162790698,0,0.0,0.0,-3.199999999999997
1598802837.9911988,43,200,182.1590909090909,182.1590909090909,-1.4176701307296753,-0.32699837730350817,-0.32699837730350817,0.36564818024635315,0.8111234634098682,0.8111234634098682,-2.9999999999999947,5.6943181818181845,5.6943181818181845,0,0.0,0.0,18.000000000000004
1598802838.2855182,44,90,180.11111111111111,180.11111111111111,2.0160839557647705,-0.274929881013102,-0.274929881013102,0.1727389544248581,0.7969371409879791,0.7969371409879791,20.549999999999997,6.024444444444447,6.024444444444447,0,0.0,0.0,-1.0500000000000007
1598802838.5555482,45,323,183.2173913043478,183.2173913043478,0.2469470500946045,-0.26358473033684754,-0.26358473033684754,0.8019937872886658,0.7970470680814722,0.7970470680814722,-6.049999999999984,5.761956521739133,5.761956521739133,0,0.0,0.0,14.900000000000016
1598802838.8946235,46,260,184.85106382978722,184.85106382978722,-2.0297908782958984,-0.3011635845487422,-0.3011635845487422,0.13835665583610535,0.7830323784592303,0.7830323784592303,-4.499999999999991,5.5436170212765985,5.5436170212765985,0,0.0,0.0,16.50000000000001
1598802839.1957102,47,400,189.33333333333334,189.33333333333334,-19.468067169189453,-0.7004740758954237,-0.7004740758954237,21.259408950805664,1.209623557049781,1.209623557049781,-7.999999999999978,5.261458333333336,5.261458333333336,0,0.0,0.0,-7.999999999999981
1598802839.4587867,48,126,188.0408163265306,188.0408163265306,3.109537124633789,-0.6227187452723786,-0.6227187452723786,0.33089619874954224,1.1916903456558987,1.1916903456558987,19.7,5.556122448979595,5.556122448979595,0,0.0,0.0,-2.0000000000000013
1598802839.7127492,49,150,187.28,187.28,-0.2672349810600281,-0.6156090699881315,-0.6156090699881315,0.41261813044548035,1.1761089013516903,1.1761089013516903,19.05,5.826000000000004,5.826000000000004,0,0.0,0.0,-2.5499999999999994
1598802839.9758239,50,137,186.2941176470588,186.2941176470588,-0.4982529282569885,-0.6133079691698738,-0.6133079691698738,0.11561796814203262,1.1553149614848344,1.1553149614848344,19.449999999999996,6.093137254901964,6.093137254901964,0,0.0,0.0,-2.3000000000000003
1598802840.2766228,51,178,186.1346153846154,186.1346153846154,1.3248300552368164,-0.5760360840851297,-0.5760360840851297,0.47605642676353455,1.1422522973555784,1.1422522973555784,18.400000000000002,6.329807692307695,6.329807692307695,0,0.0,0.0,-3.2999999999999967
1598802840.414661,52,133,185.1320754716981,185.1320754716981,3.396265983581543,-0.5010869884687774,-0.5010869884687774,0.6956291794776917,1.1338254460748636,1.1338254460748636,-2.100000000000001,6.1707547169811345,6.1707547169811345,0,0.0,0.0,19.45
1598802840.5995824,53,107,183.6851851851852,183.6851851851852,2.8897831439971924,-0.4382930971268151,-0.4382930971268151,0.9700979590415955,1.1307934555742476,1.1307934555742476,-1.5500000000000012,6.0277777777777795,6.0277777777777795,0,0.0,0.0,20.2
1598802840.9006202,54,376,187.1818181818182,187.1818181818182,-2.186769962310791,-0.47008358558470553,-0.47008358558470553,0.7111842632293701,1.1231641975316133,1.1231641975316133,13.60000000000002,6.165454545454548,6.165454545454548,0,0.0,0.0,-7.399999999999979
1598802841.1175814,55,155,186.60714285714286,186.60714285714286,0.30741482973098755,-0.456199685311211,-0.456199685311211,0.6264638900756836,1.114294549184186,1.114294549184186,-1.7500000000000022,6.0241071428571455,6.0241071428571455,0,0.0,0.0,19.0
1598802841.3182445,56,84,184.80701754385964,184.80701754385964,-1.9828490018844604,-0.48298300665460137,-0.48298300665460137,0.3120442032814026,1.1002199817122074,1.1002199817122074,20.799999999999997,6.283333333333336,6.283333333333336,0,0.0,0.0,-1.0000000000000007
1598802841.4805958,57,161,184.39655172413794,184.39655172413794,3.5015199184417725,-0.4142846803598363,-0.4142846803598363,0.8416866064071655,1.0957625097241894,1.0957625097241894,-2.8499999999999983,6.125862068965519,6.125862068965519,0,0.0,0.0,18.8
1598802841.7501574,58,186,184.42372881355934,184.42372881355934,-0.7931226491928101,-0.42070566288242905,-0.42070566288242905,0.1932210922241211,1.0804651975631714,1.0804651975631714,18.300000000000004,6.332203389830511,6.332203389830511,0,0.0,0.0,-3.5999999999999956
1598802842.0353558,59,133,183.56666666666666,183.56666666666666,-0.516495943069458,-0.4223021675522129,-0.4223021675522129,0.24345941841602325,1.0665151012440524,1.0665151012440524,19.549999999999997,6.552500000000003,6.552500000000003,0,0.0,0.0,-2.2000000000000006
1598802842.2983015,60,136,182.78688524590163,182.78688524590163,-0.8792955279350281,-0.42979386198471803,-0.42979386198471803,0.2606428861618042,1.0533040813246712,1.0533040813246712,19.5,6.764754098360658,6.764754098360658,0,0.0,0.0,-2.3000000000000003
1598802842.4519718,61,138,182.06451612903226,182.06451612903226,2.7774994373321533,-0.37806332489896205,-0.37806332489896205,0.4570240080356598,1.0436866607877515,1.0436866607877515,-2.3000000000000003,6.6185483870967765,6.6185483870967765,0,0.0,0.0,19.4
1598802842.6368947,62,238,182.95238095238096,182.95238095238096,0.403707891702652,-0.3656542579687777,-0.3656542579687777,0.7692464590072632,1.0393304671086963,1.0393304671086963,-4.799999999999992,6.437301587301589,6.437301587301589,0,0.0,0.0,16.900000000000006
1598802842.838426,63,76,181.28125,181.28125,0.3851570785045624,-0.35392283083638176,-0.35392283083638176,0.2890518009662628,1.0276073629502207,1.0276073629502207,21.049999999999997,6.665625000000002,6.665625000000002,0,0.0,0.0,-0.8500000000000006
1598802843.123945,64,115,180.26153846153846,180.26153846153846,-2.1227951049804688,-0.3811362504385985,-0.3811362504385985,0.5094915628433228,1.0196363506408839,1.0196363506408839,-0.8500000000000012,6.550000000000002,6.550000000000002,0,0.0,0.0,20.099999999999998
1598802843.3710804,65,108,179.16666666666666,179.16666666666666,0.020475255325436592,-0.3750512276239919,-0.3750512276239919,0.0742143914103508,1.0053117755010272,1.0053117755010272,20.2,6.756818181818184,6.756818181818184,0,0.0,0.0,-0.6000000000000004
1598802843.64065,66,259,180.3582089552239,180.3582089552239,0.1918003112077713,-0.36659075689515963,-0.36659075689515963,0.320173442363739,0.9950858302303215,0.9950858302303215,-4.4499999999999895,6.589552238805972,6.589552238805972,0,0.0,0.0,16.50000000000001
1598802843.9256742,67,126,179.55882352941177,179.55882352941177,3.263841390609741,-0.31320204884361696,-0.31320204884361696,0.24410347640514374,0.9840419720858335,0.9840419720858335,19.65,6.781617647058825,6.781617647058825,0,0.0,0.0,-1.9500000000000015
1598802844.204365,68,400,182.7536231884058,182.7536231884058,-2.1408932209014893,-0.33969032669952814,-0.33969032669952814,0.2562512159347534,0.973494279967702,0.973494279967702,-7.999999999999992,6.567391304347828,6.567391304347828,0,0.0,0.0,-7.99999999999998
1598802844.473946,69,103,181.61428571428573,181.61428571428573,-1.4763597249984741,-0.35592846096094166,-0.35592846096094166,0.1860118806362152,0.9622445314058236,0.9622445314058236,20.299999999999997,6.76357142857143,6.76357142857143,0,0.0,0.0,-1.450000000000001
1598802844.6054676,70,94,180.38028169014083,180.38028169014083,4.264002323150635,-0.29085901329739833,-0.29085901329739833,0.9372761845588684,0.9618928645488242,0.9618928645488242,-1.1000000000000008,6.6528169014084515,6.6528169014084515,0,0.0,0.0,20.4
1598802844.81286,71,153,180.0,180.0,-3.609973669052124,-0.33695782796065843,-0.33695782796065843,0.8019397854804993,0.9596712940062085,0.9596712940062085,-2.7499999999999987,6.522222222222223,6.522222222222223,0,0.0,0.0,19.1
1598802845.1298652,72,221,180.56164383561645,180.56164383561645,1.6504745483398438,-0.30973272691544607,-0.30973272691544607,0.5489411354064941,0.9540448534774454,0.9540448534774454,-3.499999999999993,6.384931506849316,6.384931506849316,0,0.0,0.0,17.450000000000006
1598802845.377169,73,95,179.40540540540542,179.40540540540542,3.079946994781494,-0.2639262441898117,-0.2639262441898117,0.47799527645111084,0.9476117510851976,0.9476117510851976,-0.35000000000000075,6.293918918918919,6.293918918918919,0,0.0,0.0,20.599999999999998
1598802845.6315782,74,122,178.64,178.64,-1.5921696424484253,-0.2816361561665932,-0.2816361561665932,0.21201224625110626,0.9378037576874098,0.9378037576874098,19.849999999999998,6.474666666666668,6.474666666666668,0,0.0,0.0,-1.9500000000000015
1598802845.7942805,75,183,178.69736842105263,178.69736842105263,3.876711845397949,-0.22692105088284925,-0.22692105088284925,0.882992684841156,0.9370825593604853,0.9370825593604853,-3.3999999999999964,6.344736842105265,6.344736842105265,0,0.0,0.0,18.250000000000004
1598802846.1106699,76,261,179.76623376623377,179.76623376623377,-3.449759006500244,-0.26877608926749075,-0.26877608926749075,1.086294412612915,0.9390203756364909,0.9390203756364909,16.35000000000001,6.474675324675326,6.474675324675326,0,0.0,0.0,-5.39999999999999
1598802846.3960931,77,235,180.47435897435898,180.47435897435898,-1.8324614763259888,-0.2888233378195228,-0.2888233378195228,0.5056402683258057,0.933464220414559,0.933464220414559,17.10000000000001,6.610897435897437,6.610897435897437,0,0.0,0.0,-3.8499999999999956
1598802846.549535,78,124,179.7594936708861,179.7594936708861,5.097741603851318,-0.22063897146925895,-0.22063897146925895,1.6585469245910645,0.9426424824927426,0.9426424824927426,-1.9000000000000015,6.503164556962027,6.503164556962027,0,0.0,0.0,19.7
1598802846.7817745,79,82,178.5375,178.5375,-0.5252360701560974,-0.22444643520284444,-0.22444643520284444,0.310952752828598,0.9347463608719409,0.9347463608719409,20.799999999999997,6.681875000000001,6.681875000000001,0,0.0,0.0,-0.9000000000000007
1598802847.0833104,80,211,178.93827160493828,178.93827160493828,-1.248952031135559,-0.23709465243658165,-0.23709465243658165,0.6882101893424988,0.9317027044333057,0.9317027044333057,-3.249999999999994,6.55925925925926,6.55925925925926,0,0.0,0.0,17.700000000000006
1598802847.3372555,81,117,178.1829268292683,178.1829268292683,1.0168620347976685,-0.22180249771421276,-0.22180249771421276,0.21066445112228394,0.9229095550026836,0.9229095550026836,19.95,6.722560975609757,6.722560975609757,0,0.0,0.0,-1.8000000000000014
1598802847.4844203,82,164,178.0120481927711,178.0120481927711,0.6119468212127686,-0.2117573251970202,-0.2117573251970202,1.0710585117340088,0.9246944821922176,0.9246944821922176,-2.899999999999998,6.606626506024098,6.606626506024098,0,0.0,0.0,18.700000000000003
1598802847.7227306,83,142,177.58333333333334,177.58333333333334,-2.9702908992767334,-0.2445970106027311,-0.2445970106027311,1.0415993928909302,0.9260862073195832,0.9260862073195832,-2.4999999999999996,6.498214285714288,6.498214285714288,0,0.0,0.0,19.4
1598802847.8705213,84,118,176.88235294117646,176.88235294117646,1.3554348945617676,-0.22577310583608992,-0.22577310583608992,1.1203858852386475,0.9283720858833369,0.9283720858833369,-1.7500000000000013,6.401176470588237,6.401176470588237,0,0.0,0.0,19.849999999999998
1598802848.0395145,85,134,176.38372093023256,176.38372093023256,0.8525897264480591,-0.21323400313511146,-0.21323400313511146,0.8231996297836304,0.9271491503472938,0.9271491503472938,-2.2000000000000006,6.301162790697675,6.301162790697675,0,0.0,0.0,19.499999999999996
