Episode,Steps,ActorLoss,CriticLoss,Reward
0,473,0.0015458844791129073,0.004633397856298367,6.0
1,205,0.0014264702501638634,0.0077844116841611025,4.0
2,324,0.0014662905093167484,0.0024907028913832147,2.0
3,283,0.0014848981855614869,0.004541868273140496,3.0
4,374,0.0015947952017407207,0.008456692500329452,8.0
5,416,0.0015217960843494018,0.004930301756692677,5.0
6,315,0.0016039765040789331,0.0065302671875720475,5.0
7,314,0.0016286062435573263,0.009640206944022995,8.0
8,417,0.0015894752051636611,0.006764565261779701,8.0
9,348,0.0015206710414040364,0.006040812197160979,5.0
10,278,0.001487295548666081,0.004253039466705552,3.0
11,394,0.0015418746941226538,0.008451080841632416,7.0
12,403,0.001431495500104525,0.003381059021803395,3.0
13,507,0.0014974852772227524,0.00388589748060852,4.0
14,402,0.0016172105696663928,0.006264465157043331,8.0
15,431,0.0014488132143276474,0.0019445574273840199,2.0
16,224,0.0018166645230459316,0.01086797700923235,8.0
17,223,0.0014434338885572458,0.0070952605882424165,4.0
18,310,0.0015070377593679775,0.004972514497227064,3.0
19,280,0.0016255694940420133,0.010711752091028107,8.0
20,353,0.0015080128374269427,0.0058437583258847845,6.0
21,441,0.0015233125793166847,0.005573648399308302,7.0
22,604,0.00153003102677276,0.004244696251655343,8.0
23,391,0.0014167484765410271,0.0024421910705883527,2.0
24,461,0.001489624053789323,0.003403505031712723,4.0
25,538,0.0015332057282716367,0.00459180049914792,8.0
26,210,0.001349650261302789,0.0049972760509241375,3.0
27,376,0.0014780599455487854,0.0033948624725426003,4.0
28,399,0.0015349450899302063,0.00613983174106814,7.0
29,382,0.0015081385886832994,0.005941671467704719,7.0
30,251,0.0013349881410539388,0.003949288675142223,3.0
31,211,0.0013621193886474128,0.0033701331886069083,2.0
32,372,0.001444637625207824,0.003634673987955808,4.0
33,450,0.0014568555634468794,0.0024163891221928523,4.0
34,350,0.0014257968642881938,0.004090989261154131,4.0
35,566,0.0014282336463500144,0.002012903569784821,3.0
36,362,0.0015040909284880148,0.005842116836285087,7.0
37,213,0.0012819629027005374,0.0037372397356621213,2.0
38,459,0.0014500888794952748,0.0036016745383503413,5.0
39,337,0.0013676707588622585,0.0028707504023574746,3.0
40,483,0.0014677825846610973,0.0038696521996585526,7.0
41,303,0.0012424844378611632,0.003514490840249738,3.0
42,333,0.0013263797535709254,0.002034302000930429,2.0
43,578,0.0013609801058151523,0.0035969999166131405,6.0
44,684,0.001252687438146064,0.0017555680996771555,3.0
45,496,0.001133912188496681,0.001644777376369685,2.0
46,826,0.0010155636614828977,0.0016323135650485477,4.0
47,543,0.0008593773676003595,0.001769747333826841,2.0
48,298,0.000883559077578103,0.0024195026859710604,2.0
49,293,0.0007862750021264007,0.0029903431544453653,3.0
50,271,0.0007059122173706709,0.0039031160880855114,2.0
51,616,0.000617452136368654,0.0017625941263199954,2.0
52,472,0.0003750350897154037,0.00194980668916187,2.0
53,354,0.0003802086286494077,0.0026768101095327995,2.0
54,404,0.00039502095635968843,0.0029110613483845837,2.0
55,507,0.00020226823281452219,0.0018948272105498024,2.0
56,454,0.00023476711573337702,0.0021291760014808475,2.0
57,264,0.0002479829376115407,0.003336259064915546,2.0
58,277,0.0003159145845834919,0.004029172757652669,2.0
