Episode,Steps,ActorLoss,CriticLoss,Reward
0,380,0.0014759751416644768,0.009868252800644864,3.0
1,217,0.0014045807073742563,0.009747379501713352,2.0
2,371,0.0015105024918994172,0.015029487985753043,5.0
3,275,0.001417735894633965,0.016328819936674108,4.0
4,419,0.0015857949806266155,0.01843492276342819,8.0
5,318,0.0015319760921030487,0.01494745190306177,4.0
6,254,0.0016047249155808387,0.0206804778817006,5.0
7,219,0.0017780054033176812,0.03274893809942087,8.0
8,235,0.0013705459245024843,0.009288310903978532,2.0
9,463,0.0014726224639020522,0.004755645210795153,2.0
10,523,0.0015346195885331065,0.015458607494878152,7.0
11,291,0.0016093046782071033,0.027966568927538397,6.0
12,358,0.001561804578311783,0.020972166793603413,7.0
13,310,0.001666029502126959,0.02135765650960131,8.0
14,276,0.0014252739357829526,0.008100236595824973,2.0
15,421,0.0016145661557336601,0.02022713510969838,8.0
16,281,0.0014255035691811734,0.012442539750163996,3.0
17,303,0.0014219203850149912,0.011549986191593399,3.0
18,297,0.0014691729575194894,0.018337911386874208,5.0
19,285,0.0014678729077180228,0.008544898523264597,2.0
20,210,0.0014114567633008673,0.015155925707397192,3.0
21,313,0.0014313681039233178,0.010457271529132676,3.0
22,652,0.0015418486822499362,0.011732400690668356,8.0
23,374,0.001438474667353187,0.009506647365200073,3.0
24,361,0.0014922720176319996,0.013514278417877727,4.0
25,242,0.0014218594936638578,0.017380343607768255,4.0
26,673,0.0015029520326381187,0.013019848086938192,7.0
27,394,0.0015152616279795388,0.013857675341116682,4.0
28,544,0.001555354384917711,0.01452620754417621,8.0
29,511,0.0015243561819939348,0.016515889002820253,8.0
30,461,0.0014893039687255845,0.01895613575843504,7.0
31,378,0.0015844614984142401,0.019938070137467685,8.0
32,326,0.0015827513634130085,0.018074720547399347,6.0
33,254,0.0014104227458427506,0.008109092042595583,2.0
34,311,0.0013094155351448672,0.007415588463632881,2.0
35,247,0.0013803628194127007,0.013464588024649492,3.0
36,340,0.0014240923091111814,0.010042600217264497,3.0
37,272,0.001349873431643252,0.008980801292032936,2.0
38,325,0.0015202986936156567,0.016531950702727463,5.0
39,522,0.0015094325658276506,0.017371240505845348,8.0
40,283,0.0014471166517072136,0.007980916167824198,2.0
41,338,0.0014485530183270309,0.013926321806814544,5.0
42,258,0.001318239148475172,0.008424039593993682,2.0
43,449,0.001394969198587278,0.01419300542554381,5.0
44,477,0.001455917952492427,0.01671129137975733,7.0
45,222,0.0013620698119740228,0.01633900869334185,3.0
46,231,0.0013801853224893153,0.015612880032661163,3.0
47,525,0.0013797565132734322,0.010055207253572873,4.0
48,310,0.0013308567941308982,0.010416408154742384,3.0
49,399,0.0014367111594437208,0.021290434411017373,7.0
50,328,0.0012335845669617922,0.007514739314051918,2.0
51,329,0.0012537041002471216,0.009321611167060567,2.0
52,574,0.0013625863420319475,0.014291147660186793,6.0
53,297,0.0011823573416280826,0.01175349587870784,2.0
54,392,0.0012196608455566575,0.009963818660810144,3.0
55,371,0.0012339688423328161,0.007217351012542778,2.0
56,393,0.001130850465480077,0.010465359544329957,3.0
57,294,0.001257216073192504,0.013434688164417688,3.0
58,348,0.0010507293855075606,0.0077160994228411195,2.0
59,474,0.0009872330915583652,0.007873978990641836,2.0
60,756,0.0010549985919463098,0.011394959970421066,5.0
61,274,0.000943496199596646,0.011917758921104527,2.0
62,395,0.0009974096111858947,0.007828573245549279,2.0
63,207,0.0008063306233391238,0.013995932227596097,2.0
64,865,0.0007214400158236826,0.0070830783163755425,3.0
65,416,0.0007383690742874303,0.00829836162020351,2.0
66,674,0.0006790701209226186,0.011219793826360132,4.0
67,492,0.0004496268989098054,0.007521639613459713,2.0
68,354,0.00043457887124922654,0.010928302057256823,2.0
69,430,0.0004944492580888923,0.011253280448484072,2.0
70,314,0.0003733225194603845,0.009908986263830357,2.0
71,299,0.0004053639777917353,0.014846847611223617,2.0
72,486,0.0003907681852885725,0.007940104222186255,2.0
73,260,0.00038781806159442146,0.01396411735383061,2.0
74,421,0.00027708832962347764,0.011199296263664655,2.0
75,267,0.0003365483029251953,0.013614168354085828,2.0
76,357,0.00027048569399255645,0.010089916894814832,2.0
77,339,0.0002489908636395839,0.01119389745852145,2.0
78,208,0.0003846990244850391,0.01634527337640835,2.0
79,379,0.0002831761301513565,0.011122800241240969,2.0
