Episode,Steps,ActorLoss,CriticLoss,AgentAC_reward,Agent0_reward,Agent1_reward,Agent2_reward
0,344,-370.54888916015625,1.0156725645065308,8.899999999999997,-6.0,-8.0,-5.0
1,338,471.9600524902344,1.009232759475708,9.599999999999998,-5.0,-4.0,-5.0
2,318,1540.5142822265625,1.0018588304519653,-14.8,-3.0,-5.0,18.0
3,320,1370.44921875,1.000612735748291,-14.899999999999999,18.0,-7.0,-6.0
4,276,-1365.257080078125,1.0163624286651611,10.599999999999998,-7.0,-4.0,-8.0
5,285,839.5767822265625,1.0248833894729614,-11.100000000000003,-6.0,-8.0,18.0
6,354,-644.27978515625,0.9995952248573303,-15.399999999999999,-8.0,18.0,-8.0
7,324,-253.63006591796875,0.9912098050117493,-12.700000000000001,18.0,-5.0,-3.0
8,279,1073.3458251953125,0.9951350688934326,-14.5,-3.0,18.0,-8.0
9,312,327.79168701171875,1.010682463645935,-15.299999999999997,-4.0,18.0,-8.0
10,583,-875.3828735351562,1.0007325410842896,3.300000000000016,-5.0,-4.0,-4.0
11,302,-340.9742736816406,0.9726948142051697,-12.500000000000002,-3.0,18.0,-5.0
12,315,716.3488159179688,0.995784342288971,-15.099999999999998,-8.0,18.0,-7.0
13,467,705.0116577148438,0.9870427250862122,-17.099999999999987,18.0,-3.0,-3.0
14,232,325.7538146972656,1.0477343797683716,11.4,-6.0,-8.0,-8.0
15,380,-1078.079833984375,1.0460418462753296,-13.600000000000005,-6.0,-6.0,18.0
16,447,1208.0595703125,0.993358314037323,-15.999999999999991,18.0,-5.0,-5.0
17,607,-417.0341796875,1.001011848449707,-19.799999999999972,-6.0,18.0,-4.0
18,311,767.8823852539062,1.000275731086731,-15.299999999999997,-7.0,-8.0,18.0
19,291,1192.8499755859375,0.9911628365516663,-12.400000000000004,-8.0,18.0,-7.0
20,356,1508.396484375,0.9775035381317139,-14.399999999999999,18.0,-3.0,-6.0
21,244,31.267698287963867,1.0203689336776733,11.6,-8.0,-8.0,-6.0
22,242,-493.8777160644531,1.0064207315444946,-12.3,-7.0,18.0,-6.0
23,417,198.91453552246094,1.0106149911880493,-13.100000000000005,-3.0,-4.0,18.0
24,274,1434.5570068359375,1.0051146745681763,-12.400000000000002,-7.0,18.0,-5.0
25,283,53.02005386352539,1.0034093856811523,-14.600000000000001,18.0,-7.0,-7.0
26,361,1535.6114501953125,0.971439778804779,-13.900000000000006,-8.0,-3.0,18.0
27,311,1820.6805419921875,0.9856278896331787,-12.700000000000005,18.0,-8.0,-7.0
28,407,136.64930725097656,0.9999710321426392,-12.700000000000005,18.0,-5.0,-3.0
29,238,9.916735649108887,0.9656147956848145,-12.500000000000002,-5.0,18.0,-7.0
30,473,-859.1918334960938,0.9813595414161682,6.099999999999996,-6.0,-3.0,-6.0
31,261,1821.6104736328125,1.0012247562408447,-12.200000000000003,-8.0,-6.0,18.0
32,319,1115.9617919921875,0.9631386399269104,-15.299999999999997,-6.0,18.0,-7.0
33,232,1179.072021484375,0.9958727955818176,-13.300000000000002,18.0,-8.0,-7.0
34,441,1047.6092529296875,0.9836559891700745,-16.399999999999988,-3.0,-3.0,18.0
35,369,-75.01534271240234,1.0031747817993164,8.799999999999997,-5.0,-5.0,-8.0
36,690,705.992431640625,1.0062878131866455,-20.799999999999965,18.0,-5.0,-4.0
37,311,-109.29727172851562,0.9800053238868713,-15.399999999999999,-4.0,-8.0,18.0
38,310,-1469.30810546875,0.9852120876312256,10.199999999999998,-6.0,-5.0,-6.0
39,440,-826.2054443359375,0.9837968945503235,6.799999999999994,-8.0,-6.0,-3.0
40,487,-609.3158569335938,1.044431447982788,-14.699999999999992,18.0,-5.0,-3.0
41,434,494.0433654785156,0.9775004386901855,-15.799999999999986,-8.0,-8.0,18.0
42,342,-386.0596618652344,1.0013476610183716,9.099999999999996,-5.0,-4.0,-6.0
43,338,1889.5093994140625,0.9750967621803284,-11.200000000000001,18.0,-8.0,-5.0
44,523,445.14306640625,0.9643653631210327,-19.59999999999998,-5.0,-8.0,18.0
45,347,984.4043579101562,1.0347007513046265,-16.499999999999993,-7.0,18.0,-8.0
46,334,930.271484375,0.9927453994750977,-11.900000000000004,-4.0,-4.0,18.0
47,336,754.173095703125,0.965812087059021,-14.600000000000001,-8.0,18.0,-5.0
48,236,190.26548767089844,1.014234185218811,-12.200000000000001,-7.0,-7.0,18.0
49,352,543.2410888671875,0.9910981059074402,-13.800000000000004,-3.0,18.0,-8.0
50,518,-362.1410217285156,0.9791874885559082,-15.899999999999983,-4.0,18.0,-7.0
51,410,879.2448120117188,0.9938125610351562,-14.100000000000001,-8.0,-6.0,18.0
52,514,698.489990234375,0.9916244149208069,-16.999999999999982,-5.0,18.0,-4.0
53,283,1327.534912109375,0.9846714735031128,-14.000000000000004,18.0,-5.0,-6.0
54,279,-1078.4847412109375,0.9715752005577087,10.999999999999998,-8.0,-5.0,-8.0
55,414,1629.64208984375,1.007009744644165,-12.700000000000001,-6.0,-8.0,18.0
56,461,368.9601135253906,1.0086554288864136,6.399999999999995,-4.0,-6.0,-8.0
57,685,1793.1488037109375,1.0012260675430298,-22.499999999999964,-5.0,-6.0,18.0
58,346,564.7984008789062,0.9717617034912109,-14.400000000000002,-5.0,18.0,-8.0
59,394,-1085.8359375,0.9499106407165527,-13.700000000000005,18.0,-6.0,-6.0
60,490,-594.3525390625,1.0186419486999512,5.799999999999998,-6.0,-5.0,-4.0
61,371,-344.385009765625,0.994631290435791,8.300000000000002,-5.0,-6.0,-8.0
62,366,487.13818359375,1.0088118314743042,-15.399999999999999,18.0,-6.0,-6.0
63,341,541.5966186523438,0.9729194045066833,-14.000000000000004,-3.0,-8.0,18.0
64,389,1627.305908203125,1.0230252742767334,-13.600000000000005,18.0,-8.0,-6.0
65,228,-1594.8890380859375,0.9767224788665771,11.499999999999998,-5.0,-7.0,-8.0
66,394,596.5812377929688,0.9712371230125427,-15.09999999999999,18.0,-3.0,-3.0
67,304,710.894287109375,0.9797024726867676,-14.600000000000001,-3.0,18.0,-5.0
68,240,393.1159362792969,0.9510483145713806,-13.100000000000001,-7.0,18.0,-6.0
69,322,-1085.7196044921875,1.0098730325698853,9.299999999999997,-7.0,-8.0,-8.0
70,596,1154.060546875,0.9610981345176697,-19.399999999999977,18.0,-4.0,-5.0
71,378,773.4108276367188,0.9980239868164062,-14.5,-8.0,-3.0,18.0
72,485,2211.09814453125,0.9580687284469604,-16.799999999999994,-3.0,18.0,-6.0
73,351,1358.2760009765625,0.9702396988868713,-13.900000000000002,18.0,-6.0,-5.0
74,365,-1087.7227783203125,1.030422568321228,8.899999999999995,-4.0,-5.0,-5.0
75,274,-640.9800415039062,0.9993207454681396,-14.100000000000001,-7.0,18.0,-6.0
76,416,182.9017333984375,1.0381834506988525,7.499999999999997,-5.0,-8.0,-4.0
77,365,1175.3687744140625,1.0066267251968384,-12.300000000000004,18.0,-5.0,-8.0
78,364,-1166.4998779296875,1.0133442878723145,8.699999999999998,-7.0,-8.0,-4.0
79,364,120.73625183105469,0.9997361898422241,-13.799999999999997,-3.0,18.0,-8.0
80,495,93.45988464355469,0.960693895816803,-14.899999999999995,-5.0,-4.0,18.0
81,517,464.2998046875,1.0005266666412354,-17.399999999999988,-8.0,-3.0,18.0
82,216,1255.833251953125,0.9953160881996155,-11.0,18.0,-8.0,-8.0
83,497,460.09832763671875,0.9655788540840149,-17.599999999999987,-3.0,-3.0,18.0
84,435,-573.3883666992188,1.0278501510620117,7.299999999999994,-5.0,-3.0,-5.0
85,202,-645.2709350585938,1.0113303661346436,12.0,-8.0,-8.0,-8.0
86,302,-1128.731201171875,1.035517692565918,9.899999999999997,-3.0,-7.0,-8.0
87,248,-885.990478515625,1.0105483531951904,11.899999999999999,-7.0,-3.0,-8.0
88,415,-1422.7774658203125,1.020546317100525,-17.49999999999999,-8.0,18.0,-6.0
89,451,-1049.64990234375,1.0102450847625732,6.4000000000000075,-8.0,-6.0,-5.0
90,302,-1146.7218017578125,1.0357635021209717,10.699999999999998,-4.0,-6.0,-7.0
91,312,1223.4053955078125,0.9799546599388123,-12.200000000000003,-4.0,-3.0,18.0
92,323,-772.3402099609375,0.9989457726478577,9.599999999999998,-6.0,-8.0,-5.0
93,286,-965.47998046875,1.0286226272583008,10.099999999999998,-8.0,-8.0,-8.0
94,183,-1069.4605712890625,0.9748744368553162,-11.600000000000001,-7.0,-7.0,18.0
95,212,1422.3773193359375,0.9775400757789612,-12.600000000000001,-8.0,-6.0,18.0
96,362,1528.4532470703125,0.9941219687461853,-16.499999999999993,-3.0,18.0,-8.0
97,312,163.49057006835938,0.9576957821846008,-14.7,18.0,-5.0,-5.0
98,298,-641.5062866210938,0.9975177645683289,-14.3,-5.0,-8.0,18.0
99,315,1605.3529052734375,0.9338043332099915,-12.600000000000001,-5.0,18.0,-4.0
100,649,255.6194305419922,0.9865598082542419,-20.99999999999998,18.0,-3.0,-4.0
101,340,-590.4933471679688,0.9922842979431152,9.199999999999998,-8.0,-5.0,-8.0
102,200,1369.803466796875,0.9558009505271912,-12.500000000000002,-8.0,18.0,-6.0
103,440,-499.1386413574219,1.1623623371124268,6.799999999999994,-8.0,-5.0,-5.0
104,279,712.3883666992188,0.9796848297119141,-13.700000000000003,-8.0,-7.0,18.0
105,400,-560.7239379882812,0.9995971918106079,7.799999999999995,-3.0,-6.0,-8.0
106,352,0.08297489583492279,0.9844094514846802,-14.200000000000003,18.0,-5.0,-8.0
107,477,1009.9671020507812,0.9917166233062744,-17.799999999999986,-3.0,-3.0,18.0
108,391,1422.3934326171875,0.9766439199447632,-12.800000000000004,-5.0,-7.0,18.0
109,291,-1797.6761474609375,0.9946936964988708,10.499999999999998,-4.0,-7.0,-4.0
110,302,433.099853515625,0.9974189400672913,-14.500000000000002,18.0,-6.0,-8.0
111,296,685.6516723632812,0.9343670010566711,-14.200000000000003,-4.0,18.0,-6.0
112,474,-409.7378845214844,0.9893454909324646,-16.399999999999988,-5.0,18.0,-6.0
113,355,-964.2823486328125,1.021577000617981,8.599999999999994,-6.0,-7.0,-8.0
114,300,-1614.17333984375,0.9754035472869873,10.0,-7.0,-7.0,-7.0
115,243,1064.03466796875,0.9768985509872437,-10.1,-8.0,18.0,-7.0
116,481,348.4645080566406,0.9976811408996582,-14.700000000000001,-3.0,-6.0,18.0
117,244,1457.8336181640625,0.9951505064964294,-13.200000000000003,-6.0,-7.0,18.0
118,495,716.05224609375,1.0233534574508667,-15.39999999999998,-6.0,18.0,-5.0
119,511,289.8902893066406,0.9882240891456604,-15.699999999999978,-6.0,18.0,-5.0
120,415,497.6515808105469,0.9721523523330688,-16.69999999999999,-5.0,-7.0,18.0
121,467,-1013.4850463867188,1.0222491025924683,6.699999999999996,-4.0,-3.0,-8.0
122,230,-1882.012451171875,1.0283160209655762,11.399999999999999,-8.0,-6.0,-8.0
123,321,-1469.9156494140625,1.0170382261276245,9.9,-8.0,-5.0,-4.0
124,398,-1427.8560791015625,0.9804152250289917,7.400000000000009,-8.0,-7.0,-8.0
125,395,-1124.1549072265625,1.000476598739624,7.999999999999994,-3.0,-6.0,-7.0
126,325,1053.390869140625,0.9811124801635742,-13.200000000000003,-6.0,-7.0,18.0
127,339,780.6915283203125,0.9435968995094299,-13.100000000000001,-5.0,-5.0,18.0
128,374,182.32373046875,0.9359232187271118,-17.29999999999999,-6.0,18.0,-7.0
129,603,1234.502685546875,0.9924305081367493,-19.799999999999972,-4.0,-3.0,18.0
130,351,1340.6190185546875,0.9868856072425842,-15.1,-5.0,-6.0,18.0
131,236,491.874267578125,0.9863144755363464,-13.200000000000003,-7.0,18.0,-8.0
132,424,138.3121795654297,0.9832784533500671,-16.299999999999994,-3.0,18.0,-5.0
133,356,1052.9632568359375,1.0064725875854492,-14.600000000000001,-7.0,18.0,-8.0
134,423,-443.4161682128906,1.036383867263794,7.100000000000007,-3.0,-6.0,-7.0
135,378,-1775.350830078125,0.9497414827346802,-15.899999999999995,-5.0,-3.0,18.0
136,333,740.1162719726562,0.9808363914489746,-14.7,18.0,-7.0,-8.0
137,344,-1180.74169921875,1.0357331037521362,9.299999999999997,-7.0,-8.0,-4.0
138,293,681.8013305664062,0.979949414730072,-12.900000000000002,-8.0,18.0,-8.0
139,449,670.9293212890625,0.9814828038215637,-15.0,-8.0,18.0,-8.0
140,417,911.0183715820312,0.96486496925354,-13.4,18.0,-4.0,-8.0
141,367,-445.4412536621094,1.0250080823898315,8.299999999999997,-8.0,-7.0,-5.0
142,269,66.42462158203125,0.9719778895378113,-12.000000000000002,-7.0,-7.0,18.0
143,297,-1701.3419189453125,1.0642365217208862,10.399999999999999,-5.0,-6.0,-3.0
144,351,-54.51280212402344,0.9555613398551941,-13.600000000000003,-5.0,18.0,-7.0
145,408,67.52765655517578,0.9659509062767029,-13.900000000000006,-6.0,-6.0,18.0
146,409,1030.0576171875,0.9565919041633606,-14.899999999999995,-8.0,-8.0,18.0
147,422,-1326.526123046875,1.0176650285720825,7.299999999999995,-5.0,-7.0,-6.0
148,318,1940.501953125,0.9776795506477356,-15.399999999999999,18.0,-6.0,-4.0
149,280,-262.72930908203125,1.0331659317016602,11.0,-5.0,-6.0,-4.0
150,253,1554.345458984375,0.974958598613739,-11.700000000000001,18.0,-7.0,-6.0
151,327,2411.156982421875,0.9664046168327332,-14.599999999999998,18.0,-8.0,-4.0
152,335,973.2918701171875,0.9896987676620483,-11.3,18.0,-3.0,-8.0
153,269,1147.718505859375,1.0380584001541138,-13.800000000000002,-4.0,18.0,-8.0
154,355,731.0980834960938,0.9695000648498535,-15.099999999999996,-8.0,-6.0,18.0
155,488,-1250.41357421875,0.9996199607849121,5.6000000000000005,-6.0,-8.0,-7.0
156,758,-333.5879211425781,0.9981452226638794,-21.699999999999967,-5.0,18.0,-6.0
157,274,1147.4620361328125,0.9549423456192017,-13.500000000000004,-7.0,-5.0,18.0
158,451,1014.7291259765625,0.9822767972946167,-15.899999999999991,18.0,-6.0,-8.0
159,473,1495.96533203125,0.9467418193817139,-14.600000000000001,-6.0,-5.0,18.0
160,318,1769.0263671875,0.9573834538459778,-14.100000000000001,-4.0,-5.0,18.0
161,315,196.13990783691406,0.9917176961898804,-12.600000000000005,-8.0,18.0,-3.0
162,194,-1451.59619140625,0.9765440225601196,-11.0,18.0,-8.0,-8.0
