Episode,Steps,ActorLoss,CriticLoss,Reward
0,273,0.0016982038744176046,22.795732259750366,8.0
1,525,0.0015338920766399021,92.90453665407641,6.0
2,609,0.0015113681565499168,66.41374563654557,7.0
3,342,0.001514966361366256,67.42833610706859,5.0
4,271,0.0014628602150566464,19.178075944035694,3.0
5,393,0.0014887273313984768,27.38084553481665,4.0
6,333,0.0016657307648936192,136.72143301269313,8.0
7,500,0.0015111616728827357,87.97774787080287,6.0
8,360,0.00150620910183837,61.28310192958969,2.0
9,342,0.0013886928947762264,12.056993907175915,3.0
10,396,0.0014449169393628836,28.904898676908378,4.0
11,244,0.0013726295743015458,21.694214183531823,3.0
12,375,0.0015581740761796633,170.48039705854654,7.0
13,315,0.0014684186509204289,35.50114878822887,5.0
14,286,0.0015959154449768,26.30637003903414,6.0
15,383,0.0014280825950613843,8.114868521495836,2.0
16,320,0.0013857356054359116,45.91761382073164,2.0
17,308,0.0014394785976037383,30.878519001235436,2.0
18,351,0.0015759709200946525,14.267012115132776,7.0
19,221,0.0013203500576182458,57.196942259283624,2.0
20,285,0.0015776820464484525,95.45505482397581,6.0
21,307,0.0016212882292047385,10.561139695516239,8.0
22,285,0.0013836149044596311,17.383237786042063,2.0
23,344,0.0015701071675975136,30.857380981881953,5.0
24,411,0.0014772779124714163,31.662934950160864,6.0
25,372,0.0015794214785038944,26.22572699577738,5.0
26,282,0.0014831910689249107,41.24011036690245,3.0
27,404,0.001559066600027946,102.21349909171315,8.0
28,274,0.0013470744805913555,15.169290377275788,3.0
29,264,0.0015587874434211037,38.56641532661337,2.0
30,279,0.001427732960497927,45.048692822349544,4.0
31,307,0.001617929992244764,47.4609123064563,8.0
32,285,0.0015273345291222397,49.383834167426095,4.0
33,419,0.0014997754303787375,13.276838848585161,5.0
34,471,0.001534828544453957,49.086903398963294,8.0
35,292,0.0016342470253345696,65.35983400679615,8.0
36,321,0.0014442296109722225,65.43668291232667,3.0
37,339,0.001511282565011739,33.99461052867867,4.0
38,658,0.0015118650152237583,6.263630858647968,8.0
39,676,0.0015109428156376678,10.50982742853595,8.0
40,284,0.001536961402219366,8.425496184595033,4.0
41,337,0.001502096927959682,7.980237984206274,5.0
42,359,0.0015838541074923154,8.07868241267616,8.0
43,502,0.001491145792035052,7.572549290305738,7.0
44,629,0.001477801937621756,7.699798419005541,8.0
45,333,0.0013792569281997624,5.215296190198477,2.0
46,436,0.0014344334480600482,4.497830710228567,4.0
47,439,0.0013259319696736634,3.133968637106359,3.0
48,265,0.0013600820710636535,5.265400887997645,2.0
49,323,0.0012787159434274624,3.495988943328614,3.0
50,607,0.0013228613166736908,4.0396917523475615,5.0
51,387,0.0013054777081160582,4.0605529144030905,4.0
52,578,0.001210423238788148,3.493858568434794,3.0
53,257,0.0012681875450369913,3.8900262083756783,2.0
54,564,0.0011085623694445067,3.1945933275492795,3.0
55,852,0.0011039929308145889,3.9664903411711676,5.0
56,406,0.0008966711216739246,3.5971926489037465,2.0
57,281,0.000766958016405061,3.227305995824074,2.0
58,208,0.0008133084349817812,3.70593309832307,2.0
59,227,0.0007891661763429182,4.421190078300526,2.0
60,383,0.0007645546233125867,3.7153305198034325,2.0
61,209,0.0005353645652167178,3.3159852658875253,2.0
62,351,0.00045110727826191743,2.5038582075525215,2.0
63,519,0.0005301282249784962,2.666327559922127,3.0
64,332,0.0004027328743769069,3.5176919307335313,2.0
65,398,0.0003220869748017765,2.8420742861739354,2.0
66,329,0.0003119088208175825,3.506871634363947,2.0
67,411,0.00025992008998062133,3.416603256461104,2.0
68,344,0.0002828375429174251,3.2459036982076808,2.0
69,323,0.00024087816111357082,3.4362973706917868,2.0
70,231,0.00022726437452756215,7.014042226621857,2.0
