Time,Episode,Steps,ActorLoss,ActorLoss-RA,CriticLoss,CriticLoss-RA,AgentAC_reward,Agent0_reward
1597917683.2100832,0,300,-0.07887294888496399,-0.07887294888496399,0.04284539446234703,0.04284539446234703,-1.500000000000001,-1.500000000000001
1597917684.2446554,1,148,1.632648229598999,0.7768876403570175,1.0446935892105103,0.5437694918364286,-10.72,11.24
1597917685.532299,2,179,6.290500164031982,2.614758481582006,1.0403082370758057,0.709282406916221,-10.88,11.09
1597917686.599746,3,146,35.76308059692383,10.901839010417461,1.0037083625793457,0.7828888958320022,11.25,-10.71
1597917688.4592226,4,269,2.095792770385742,9.140629762411118,1.039812684059143,0.8342736534774303,-11.330000000000002,10.639999999999999
1597917689.3236463,5,116,132.59877014160156,29.71698649227619,1.0144883394241333,0.8643094344685475,11.39,-10.55
1597917690.6421888,6,180,41.20115280151367,31.35758167931012,0.992895245552063,0.8826788360519069,11.07,-10.870000000000001
1597917692.7659748,7,300,67.63749694824219,35.892571087926626,1.10628342628479,0.9106294098310173,-0.5000000000000008,-0.5000000000000008
1597917693.8463962,8,156,1.237424373626709,32.04199923078219,1.0431077480316162,0.9253492251866393,-10.77,11.209999999999999
1597917695.9075372,9,300,57.134910583496094,34.55129036605358,1.1050504446029663,0.943319347128272,-0.5000000000000008,-0.5000000000000008
1597917696.6252398,10,94,1.9591790437698364,31.588371154936876,1.043032169342041,0.9523841491477056,-10.44,11.5
1597917697.3745706,11,95,-3.4290006160736084,28.670256840686005,0.9457326531410217,0.9518298578138152,11.49,-10.44
1597917697.999046,12,78,107.51932525634766,34.7355697957369,0.8868914842605591,0.9468345983097186,11.58,-10.36
1597917699.3189306,13,185,103.25917053222656,39.63011270548616,1.0097198486328125,0.9513264019042253,11.049999999999999,-10.9
1597917700.4372988,14,160,0.4887671172618866,37.02068966627121,1.0626908540725708,0.9587506987154484,-10.790000000000001,11.19
1597917701.4286966,15,137,2.0402653217315674,34.83441314473748,1.0491249561309814,0.9643990898039192,-10.65,11.28
1597917702.6502278,16,172,221.7134246826172,45.827296176377466,0.9998828172683716,0.9664863678900635,11.14,-9.860000000000001
1597917703.546458,17,127,3.8067879676818848,43.4928234981166,1.0360740423202515,0.9703523498028517,-10.63,11.36
1597917704.4400637,18,133,2.9029080867767334,41.35651216067766,1.0529154539108276,0.9746977763348504,-10.63,11.3
1597917705.1965342,19,102,10.511714935302734,39.81427229940891,1.0448400974273682,0.9782048923894763,-9.51,11.49
1597917705.8979304,20,95,4.848417282104492,38.14923158429918,1.0224953889846802,0.9803139636559146,-10.47,11.52
1597917706.9167607,21,133,-2.304842233657837,36.31041004711931,0.9872176051139832,0.9806277655403722,11.33,-9.66
1597917707.4887996,22,72,78.7531509399414,38.1557466076768,0.9627112150192261,0.979848785082931,11.61,-10.33
1597917708.6083107,23,158,143.24447631835938,42.534443678955235,1.0545003414154053,0.9829592665967842,11.209999999999999,-9.790000000000001
1597917710.6622925,24,300,-8.14988899230957,40.50707037210464,0.5334320068359375,0.9649781762063503,-1.500000000000001,-0.5000000000000008
1597917712.7557588,25,300,1.5864475965499878,39.01012334227562,0.00029370796983130276,0.9278749274280227,-1.500000000000001,-0.5000000000000011
1597917714.8146343,26,300,71.54875946044922,40.21525801331909,1.039536952972412,0.9320105580037408,-0.5000000000000008,-0.5000000000000011
1597917715.5640433,27,110,0.8721040487289429,38.810145371726584,1.0164690017700195,0.9350269309953936,-10.51,11.41
1597917717.6716533,28,300,-0.07647477835416794,37.4692274355169,0.0015506173949688673,0.902838092595379,-1.490000000000001,-0.5100000000000008
1597917718.6742556,29,143,1.7707659006118774,36.27927871768673,0.9703078269958496,0.9050870837420614,-10.700000000000001,11.27
1597917719.4297729,30,105,18.529857635498047,35.70671674729355,0.9971866011619568,0.9080580359168967,-10.52,11.47
1597917720.078002,31,81,176.2141876220703,40.09757521213032,0.9746894240379333,0.910140266795679,11.56,-10.370000000000001
1597917722.140058,32,300,33.413265228271484,39.8950203641346,1.020589828491211,0.9134872232106952,-0.5000000000000008,-0.5000000000000008
1597917724.2471585,33,300,-3.5093135833740234,38.61842230685494,0.9870438575744629,0.9156506536331589,-0.5000000000000008,-0.5000000000000008
1597917726.301631,34,300,-3.961832046508789,37.40184361104454,1.0553127527236938,0.9196409993214599,-1.490000000000001,-0.5100000000000009
1597917726.971498,35,98,1.741076946258545,36.41126675924493,0.9962796568870544,0.9217698509205042,-10.46,11.48
1597917729.093824,36,300,52.40187072753906,36.8434452448745,0.9635053277015686,0.9228978367794519,-0.5000000000000008,-0.5000000000000008
1597917730.4274135,37,192,26.881189346313477,36.581280615965,0.9448671340942383,0.9234759761824726,11.04,-9.96
1597917731.8853621,38,208,3.4412753582000732,35.731536891406925,1.046521544456482,0.926630990753601,10.959999999999999,-10.040000000000001
1597917732.8570886,39,136,161.14378356933594,38.86684305835515,0.9906732439994812,0.928232047084748,11.32,-9.68
1597917733.8609226,40,131,-19.252243041992188,37.449304372980826,1.2420949935913086,0.9358872409019813,11.33,-10.64
1597917734.855413,41,137,-0.6351323127746582,36.54253207093903,1.1997517347335815,0.9421697288503527,-9.690000000000001,11.32
1597917736.91828,42,300,-9.141532897949219,35.48011195538349,0.0610494539141655,0.9216785596657902,-1.500000000000001,-0.5000000000000008
1597917739.0407288,43,300,72.09092712402344,36.31217593648894,1.036084532737732,0.9242786954174252,-0.5000000000000008,-0.5000000000000008
1597917739.7265558,44,88,106.3507308959961,37.86858826892244,0.9488639235496521,0.9248250338203636,11.53,-10.41
1597917740.5995533,45,118,11.522211074829102,37.29584093861606,0.9526611566543579,0.9254301669254504,11.39,-10.57
1597917741.3815296,46,99,135.94908142089844,39.394846055260366,0.9113688468933105,0.92513098990349,11.47,-10.46
1597917743.4238956,47,300,-10.445575714111328,38.35650393506512,0.1160653829574585,0.9082754564254477,-1.500000000000001,-1.500000000000001
1597917744.0730968,48,84,-3.7521724700927734,37.49714319210271,1.2412784099578857,0.9150714350689668,-10.39,11.55
1597917744.7954366,49,94,119.52632904052734,39.137726909071205,1.0819621086120605,0.9184092485398287,11.51,-10.450000000000001
1597917746.8501282,50,300,102.19773864746094,40.37419772747101,1.0439422130584717,0.9208706792166649,-0.5000000000000009,-0.5000000000000009
1597917747.8064036,51,128,183.5194549560547,43.126991135713,0.9481831192970276,0.9213959184489795,11.34,-10.620000000000001
1597917748.6248705,52,108,28.476707458496094,42.85057068897306,0.8406783938407898,0.9198729462865608,11.43,-10.51
1597917750.7475152,53,300,99.39016723632812,43.897600254664816,1.1114745140075684,0.9234211234665795,-0.5000000000000008,-0.5000000000000008
1597917752.8031871,54,300,47.44865036010742,43.962164802036504,1.214223861694336,0.9287084459798114,-0.5000000000000008,-1.500000000000001
1597917754.9943419,55,300,7.546111583709717,43.31187813742353,0.9633950591087341,0.9293278497856851,-0.5000000000000008,-0.5000000000000008
1597917755.8454947,56,113,95.42279815673828,44.22610480442905,0.9118519425392151,0.9290212549217118,11.41,-10.540000000000001
1597917757.900837,57,300,112.10049438476562,45.396352900641745,0.9443392753601074,0.9292853587223738,-0.5000000000000008,-0.5000000000000008
1597917760.0370753,58,300,-0.5812414288520813,44.617071640819816,0.9233062863349915,0.9291840185124183,-0.5100000000000008,-1.490000000000001
1597917760.6770165,59,93,4.693769931793213,43.95168327900271,1.0833749771118164,0.9317538678224082,-10.43,11.5
1597917761.5779793,60,120,85.10472106933594,44.62632324277866,0.9453666806221008,0.9319770286879769,11.37,-10.57
1597917762.8671026,61,183,122.62934112548828,45.884436434435266,0.9371573328971863,0.9320605819816739,11.08,-9.91
1597917764.9152489,62,300,3.288362979888916,45.208308284363106,1.1508604288101196,0.9355335954233952,-0.5000000000000008,-0.500000000000001
1597917767.0636466,63,300,100.4417953491211,46.07133151974995,1.0184696912765503,0.9368294719211008,-0.5000000000000008,-0.5000000000000008
1597917767.8968222,64,112,-36.95970153808594,44.79393101116786,1.041711688041687,0.9384430444768022,-10.55,11.43
1597917768.7141159,65,118,-0.040896277874708176,44.11461544618236,1.0193980932235718,0.9396696361244804,-10.56,11.379999999999999
1597917769.6321998,66,126,-10.438359260559082,43.30039194309667,0.9480046033859253,0.9397940386209199,11.37,-9.63
1597917770.6512382,67,135,112.77234649658203,44.3220383335891,1.0126219987869263,0.9408650380351259,11.32,-10.67
1597917771.6512282,68,138,135.7829132080078,45.64755825930531,0.9415238499641418,0.9408745860340971,11.31,-9.690000000000001
1597917772.2899709,69,82,-11.12000846862793,44.83659302033484,0.8598182201385498,0.939716637949875,11.59,-10.41
1597917773.0554798,70,107,13.397486686706543,44.39378870577669,1.0052175521850586,0.9406391860376945,-9.52,11.45
1597917774.041208,71,135,-17.203887939453125,43.538265419037394,0.9241341948509216,0.9404099500489893,11.3,-10.65
1597917775.8278797,72,251,4.696131229400635,43.00618138904237,1.0212757587432861,0.9415177008530208,-10.25,10.739999999999998
1597917776.9169822,73,150,147.0850067138672,44.41265200154,0.9098978042602539,0.9410904049531186,11.23,-10.73
1597917777.9886923,74,151,-29.03447914123535,43.43335691963633,0.8827061057090759,0.9403119476298646,11.24,-9.75
1597917780.0400956,75,300,-7.489360332489014,42.76332116631889,0.9472748041152954,0.9404035641625677,-0.5000000000000011,-0.5000000000000008
1597917780.7954414,76,102,104.79148864746094,43.5688817829571,1.1219549179077148,0.9427613739514656,11.48,-10.5
1597917781.71273,77,122,2.0354766845703125,43.03640223041368,1.01087486743927,0.943634623867976,-10.58,11.36
1597917782.7990632,78,145,132.523193359375,44.16914642191952,0.9393742084503174,0.9435806945588917,11.25,-10.700000000000001
1597917784.9671297,79,300,132.52374267578125,45.27357887509279,1.112047791481018,0.9456865332704183,-0.5000000000000008,-0.5000000000000009
1597917786.0372288,80,144,51.31482696533203,45.34816218484883,0.9837543964385986,0.9461565068897786,11.28,-9.72
1597917786.7544048,81,90,3.061373710632324,44.83246964248033,0.9894242882728577,0.9466841627603039,-10.43,11.53
1597917788.8265944,82,300,2.569749593734741,44.32328024430268,0.9559452533721924,0.9467957421652664,-0.5000000000000008,-0.500000000000001
1597917789.8132586,83,137,-6.035186767578125,43.72377468463743,1.0080537796020508,0.9475250045157043,-9.68,11.31
1597917791.9658732,84,300,36.391075134277344,43.63750763110378,0.9510998129844666,0.947567061085925,-0.5000000000000011,-1.500000000000001
1597917793.4226108,85,205,12.330286979675293,43.273470181668564,0.9334539175033569,0.9474029547651975,10.969999999999999,-10.020000000000001
1597917795.490376,86,300,-0.5410520434379578,42.76985498367884,0.2318185716867447,0.9391778469137211,-1.490000000000001,-0.5100000000000008
1597917796.9092898,87,194,0.5063576102256775,42.289587968071416,1.0519907474517822,0.9404598116925627,-10.96,11.02
1597917798.4671302,88,223,60.492149353027344,42.49411112970013,0.987971305847168,0.9409936487055357,10.879999999999999,-10.110000000000001
1597917799.2991927,89,111,266.5120544433594,44.98319938874079,0.9725094437599182,0.94134382420614,11.43,-9.540000000000001
1597917801.375587,90,300,17.0875301361084,44.676653572777795,0.9609944820404053,0.941559765501022,-0.5000000000000008,-0.5000000000000011
1597917802.1765509,91,107,4.7182087898254395,44.242322651223965,1.051987648010254,0.9427600685717745,-10.5,11.43
1597917804.2525299,92,300,48.17417526245117,44.284600636290925,0.9980357885360718,0.9433544311520358,-0.5000000000000008,-0.5000000000000008
1597917804.8314269,93,83,9.690433502197266,43.91657758167291,1.0064928531646729,0.9440261164925958,-10.39,11.56
1597917806.4196055,94,225,2.9159085750579834,43.484991592129596,1.0485821962356567,0.9451267068056807,-10.13,10.879999999999999
1597917807.090927,95,87,43.34642791748047,43.483548220518664,1.0076313018798828,0.9457777963377035,11.56,-9.43
1597917809.2132833,96,300,53.8156852722168,43.59006509734029,0.9701571464538574,0.9460291298440556,-0.5000000000000008,-0.5000000000000008
