Time,Episode,Steps,Steps-RA,Steps-SA,ActorLoss,ActorLoss-RA,ActorLoss-SA,CriticLoss,CriticLoss-RA,CriticLoss-SA,AgentAC_reward,Reward-RA,Reward-SA,AgentAC_Win,Wins-RA,Wins-SA,Agent0_reward
1598355893.5834515,0,400,400.0,400.0,4.433219909667969,4.433219909667969,4.433219909667969,1.3317915201187134,1.3317915201187134,1.3317915201187134,-8.04999999999998,-8.04999999999998,-8.04999999999998,0,0.0,0.0,-8.949999999999994
1598355894.2147517,1,147,273.5,273.5,149.8439178466797,77.13856887817383,77.13856887817383,1.0160061120986938,1.1738988161087036,1.1738988161087036,19.15,5.55000000000001,5.55000000000001,1,0.5,0.5,-22.5
1598355894.5659485,2,400,315.6666666666667,315.6666666666667,136.5147247314453,96.93062082926433,96.93062082926433,1.0009794235229492,1.116259018580119,1.116259018580119,-7.999999999999977,1.0333333333333474,1.0333333333333474,1,0.3333333333333333,0.3333333333333333,-8.999999999999995
1598355894.786962,3,152,274.75,274.75,37.7187385559082,82.1276502609253,82.1276502609253,0.9968888759613037,1.086416482925415,1.086416482925415,-21.75,-4.662499999999989,-4.662499999999989,0,0.25,0.25,19.15
1598355895.0634756,4,400,299.8,299.8,26.29977035522461,70.96207427978516,70.96207427978516,0.9978043437004089,1.0686940550804138,1.0686940550804138,-8.999999999999995,-5.52999999999999,-5.52999999999999,0,0.2,0.2,-8.999999999999995
1598355895.3876908,5,196,282.5,282.5,89.89099884033203,74.1168950398763,74.1168950398763,0.9990389347076416,1.0570848683516185,1.0570848683516185,18.100000000000005,-1.5916666666666572,-1.5916666666666572,1,0.3333333333333333,0.3333333333333333,-22.9
1598355895.6083543,6,111,258.0,258.0,-0.8967303037643433,63.40066284792764,63.40066284792764,0.9754803776741028,1.0454270839691162,1.0454270839691162,-21.650000000000002,-4.457142857142849,-4.457142857142849,0,0.2857142857142857,0.2857142857142857,20.099999999999998
1598355895.9294243,7,261,258.375,258.375,9.3003511428833,56.638123884797096,56.638123884797096,1.014431118965149,1.0415525883436203,1.0415525883436203,16.40000000000001,-1.849999999999992,-1.849999999999992,1,0.375,0.375,-25.44999999999999
1598355896.2607102,8,197,251.55555555555554,251.55555555555554,106.66065216064453,62.19618258211348,62.19618258211348,1.0104973316192627,1.0381020042631361,1.0381020042631361,18.050000000000004,0.3611111111111186,0.3611111111111186,1,0.4444444444444444,0.4444444444444444,-23.899999999999995
1598355896.5597377,9,90,235.4,235.4,-6.122133731842041,55.36435095071793,55.36435095071793,1.0331406593322754,1.03760586977005,1.03760586977005,20.55,2.380000000000007,2.380000000000007,1,0.5,0.5,-21.05
1598355896.8590994,10,400,250.36363636363637,250.36363636363637,24.107221603393555,52.522793737324804,52.522793737324804,2.1923558712005615,1.1425831426273694,1.1425831426273694,-7.999999999999977,1.4363636363636447,1.4363636363636447,1,0.45454545454545453,0.45454545454545453,-7.999999999999977
1598355897.1441116,11,199,246.08333333333334,246.08333333333334,105.2345962524414,56.915443946917854,56.915443946917854,0.9721132516860962,1.1283773183822632,1.1283773183822632,17.850000000000005,2.8041666666666747,2.8041666666666747,1,0.5,0.5,-23.799999999999994
1598355897.302711,12,117,236.15384615384616,236.15384615384616,3.3541767597198486,52.795346470979545,52.795346470979545,0.9992451667785645,1.1184440759512095,1.1184440759512095,-21.75,0.9153846153846229,0.9153846153846229,0,0.46153846153846156,0.46153846153846156,19.9
1598355897.5736058,13,112,227.28571428571428,227.28571428571428,-5.534032344818115,48.62896226985114,48.62896226985114,0.9932602643966675,1.109502375125885,1.109502375125885,20.049999999999997,2.282142857142864,2.282142857142864,1,0.5,0.5,-21.650000000000002
1598355897.8845747,14,187,224.6,224.6,97.20948028564453,51.867663470904034,51.867663470904034,0.9775506854057312,1.1007055958112082,1.1007055958112082,18.2,3.3433333333333395,3.3433333333333395,1,0.5333333333333333,0.5333333333333333,-23.549999999999997
1598355898.1054301,15,89,216.125,216.125,41.24970245361328,51.20404090732336,51.20404090732336,0.9881324172019958,1.0936697721481323,1.0936697721481323,20.7,4.428125000000006,4.428125000000006,1,0.5625,0.5625,-21.150000000000002
1598355898.4668288,16,400,226.94117647058823,226.94117647058823,52.2143669128418,51.263471848824445,51.263471848824445,0.9914042949676514,1.087654155843398,1.087654155843398,-8.999999999999995,3.638235294117653,3.638235294117653,0,0.5294117647058824,0.5294117647058824,-8.999999999999995
1598355898.7477937,17,400,236.55555555555554,236.55555555555554,12.362027168273926,49.10228047768275,49.10228047768275,4.383254051208496,1.270743038919237,1.270743038919237,-7.999999999999977,2.9916666666666734,2.9916666666666734,0,0.5,0.5,-7.999999999999979
1598355898.9363685,18,174,233.26315789473685,233.26315789473685,5.499434471130371,46.80739384575894,46.80739384575894,1.07802152633667,1.2605998014148914,1.2605998014148914,-23.249999999999996,1.6105263157894802,1.6105263157894802,0,0.47368421052631576,0.47368421052631576,18.549999999999997
1598355899.299341,19,309,237.05,237.05,79.58763122558594,48.44640571475029,48.44640571475029,0.986373782157898,1.2468885004520416,1.2468885004520416,15.200000000000014,2.290000000000007,2.290000000000007,1,0.5,0.5,-26.649999999999984
