Time,Episode,Steps,ActorLoss,CriticLoss,AgentAC_reward,Agent0_reward
1597681808.4967918,93,300,-48.8516731262207,1.0066359043121338,-0.22499999999999998,0
1597681808.681695,94,300,-14.269685745239258,0.9915172457695007,-0.07500000000000001,0
1597681808.9817014,95,236,-1.4389100074768066,1.0047359466552734,11.7,-10
1597681809.244733,96,300,4.3664751052856445,1.0019735097885132,-0.24999999999999997,0
1597681809.4608855,97,300,-29.292470932006836,0.9637065529823303,-0.125,0
1597681809.6679196,98,300,-21.624496459960938,0.951637864112854,-0.15,0
1597681809.999962,99,226,-1.595123529434204,0.9917942881584167,11.65,-10
1597681810.2848017,100,300,-21.681541442871094,0.9742892384529114,-0.19999999999999998,1
1597681810.4697456,101,300,-6.246997356414795,0.9482396841049194,-0.15,0
1597681810.7327807,102,300,-1.3220164775848389,0.9742154479026794,-0.175,1
1597681810.9333081,103,300,-64.90316009521484,0.9726061224937439,-0.175,0
1597681811.1182096,104,300,-3.3037259578704834,0.858543872833252,-0.1,0
1597681811.3343608,105,300,-2.249819755554199,1.0200307369232178,-0.15,0
1597681811.6661427,106,300,-1.8301864862442017,0.9477676749229431,-0.3,0
1597681811.8349664,107,300,-65.9569320678711,0.8603691458702087,-0.1,0
1597681812.0039058,108,197,1.9762811660766602,1.2361122369766235,-10.1,12
1597681812.3332362,109,284,-2.883929491043091,0.9614217281341553,11.725,-10
1597681812.490383,110,300,-35.26347732543945,1.099758505821228,-0.07500000000000001,0
1597681812.722162,111,162,2.4593260288238525,1.089992642402649,-10.175,12
1597681812.891126,112,300,-3.9456052780151367,1.004874587059021,-0.1,0
1597681813.108326,113,243,10.59070110321045,0.9779593348503113,-10.15,12
1597681813.4458702,114,300,3.55545973777771,0.9691365957260132,0.6249999999999999,0
1597681813.6242623,115,300,-41.600059509277344,1.0423880815505981,-0.1,0
1597681813.7935367,116,300,-7.380136013031006,1.0114917755126953,-0.07500000000000001,0
1597681814.094328,117,176,19.882173538208008,1.0142945051193237,11.7,-10
1597681814.411942,118,300,-2.882495641708374,1.0279887914657593,0.6499999999999999,1
1597681814.6961093,119,300,-16.17389488220215,1.0018891096115112,-0.24999999999999997,0
1597681814.981767,120,300,-12.103006362915039,0.9820640087127686,-0.24999999999999997,1
1597681815.166666,121,300,-9.696648597717285,0.9885452389717102,-0.1,0
1597681815.4296947,122,252,1.7450469732284546,1.130248785018921,-10.25,12
1597681815.6073081,123,300,-15.717833518981934,0.9965872168540955,-0.125,0
1597681815.8838935,124,300,-4.135258197784424,0.9924324750900269,-0.22499999999999998,1
1597681816.2537973,125,175,-18.09975814819336,0.9761253595352173,11.575,-10
1597681816.4538934,126,300,-43.2379150390625,0.9732789993286133,-0.125,1
1597681816.6544204,127,300,-75.76266479492188,1.019934058189392,-0.15,0
1597681816.8328164,128,300,-19.021209716796875,0.8915855884552002,-0.07500000000000001,0
1597681817.0551136,129,300,-3.4568235874176025,0.9456049203872681,-0.15,0
1597681817.3348186,130,300,-10.701798439025879,1.0341719388961792,-0.3,0
1597681817.6189775,131,300,-33.00865936279297,0.9988051652908325,-0.22499999999999998,0
1597681817.9197645,132,300,6.070161819458008,1.0675904750823975,0.75,1
1597681818.2049294,133,300,-63.26112365722656,0.9605289101600647,-0.19999999999999998,0
1597681818.451992,134,277,4.283212184906006,1.0424928665161133,-10.2,12
1597681818.759334,135,300,-0.2566642165184021,0.8846268653869629,0.725,0
1597681819.0379932,136,300,-5.9873948097229,0.8743225336074829,0.8499999999999999,0
1597681819.207268,137,300,-6.808707237243652,1.0621519088745117,-0.07500000000000001,0
1597681819.4768066,138,300,-2.3245155811309814,1.0025572776794434,-0.19999999999999998,0
1597681819.6553664,139,294,7.367398738861084,0.9761627912521362,-10.075,12
1597681819.8241467,140,300,-6.016361713409424,0.9825838804244995,-0.1,0
1597681820.124978,141,300,20.049057006835938,0.9798389673233032,0.775,0
1597681820.3945174,142,300,84.68336486816406,0.9987210631370544,0.725,0
1597681820.6953084,143,192,71.50606536865234,0.9487745761871338,11.75,-10
1597681821.0234613,144,291,63.56291580200195,1.0026435852050781,11.75,-10
1597681821.2642913,145,300,-39.94617462158203,0.9177807569503784,-0.125,0
1597681821.5797067,146,228,33.5749397277832,0.9959038496017456,11.75,-10
1597681821.8648703,147,300,10.624992370605469,0.9210245013237,0.775,0
1597681822.0424843,148,300,-10.76571273803711,1.026857852935791,-0.125,0
1597681822.3044617,149,300,-3.4805703163146973,0.9906672239303589,-0.27499999999999997,0
1597681822.5504942,150,300,-14.713272094726562,0.9349443316459656,0.85,0
1597681822.7662177,151,300,-29.04621124267578,0.9754102230072021,-0.175,1
1597681823.0513813,152,300,-1.3468877077102661,1.001787781715393,0.85,0
1597681823.3052957,153,214,67.9589614868164,1.036136507987976,-9.225,12
1597681823.5904555,154,253,2.6931662559509277,1.0140143632888794,-9.275,12
1597681823.853486,155,300,-5.0160980224609375,0.9973416924476624,-0.27499999999999997,0
1597681824.1230597,156,300,-2.147409677505493,0.9836089611053467,0.7749999999999999,1
1597681824.292333,157,300,-0.1516532301902771,0.8099741339683533,0.875,0
1597681824.4394767,158,176,66.8575439453125,1.0167546272277832,-10.075,12
1597681824.6933835,159,134,7.801573753356934,1.0140107870101929,-10.125,12
1597681824.9251633,160,300,-1.964040994644165,0.9553056359291077,-0.175,0
1597681825.11131,161,300,-14.275249481201172,0.986197829246521,-0.1,0
1597681825.310259,162,300,-11.374905586242676,0.9517377018928528,-0.125,0
1597681825.5103345,163,142,47.099212646484375,1.0559310913085938,-10.15,12
1597681825.7889915,164,300,-2.6331686973571777,1.0018006563186646,-0.22499999999999998,0
1597681826.0115116,165,300,-57.64124298095703,0.9935879111289978,-0.19999999999999998,1
1597681826.25843,166,300,-28.737730026245117,1.00278639793396,-0.24999999999999997,1
1597681826.442924,167,300,-16.229684829711914,1.012041449546814,-0.125,0
1597681826.6587539,168,246,6.390076160430908,1.0143694877624512,-10.175,12
1597681826.8588676,169,300,-46.52592468261719,1.0009845495224,-0.15,0
1597681827.11272,170,300,-56.426788330078125,0.9985889792442322,-0.24999999999999997,0
1597681827.297645,171,300,-0.7471783757209778,1.013836145401001,-0.1,0
1597681827.4599998,172,176,16.294225692749023,1.0050508975982666,-10.1,12
1597681827.7295918,173,300,-22.66901397705078,0.9903742074966431,-0.22499999999999998,0
1597681827.961074,174,300,-53.4698600769043,0.9752838611602783,-0.175,0
1597681828.2614844,175,300,-5.721975326538086,1.013718843460083,0.825,0
1597681828.4998035,176,300,-21.922243118286133,0.9905708432197571,-0.19999999999999998,0
1597681828.7316306,177,300,-30.359811782836914,0.8690650463104248,-0.125,0
1597681829.0012102,178,284,20.558080673217773,0.9746943116188049,11.799999999999999,-10
1597681829.248361,179,230,21.16851806640625,0.9989857077598572,-10.225,12
1597681829.3955123,180,222,25.78400993347168,1.0493013858795166,-10.075,12
1597681829.702683,181,292,23.085046768188477,0.9916945099830627,11.674999999999999,-9
1597681830.003525,182,300,-12.35825252532959,0.9659304022789001,-0.3,0
1597681830.3356318,183,145,71.22460174560547,1.0022356510162354,11.674999999999999,-10
1597681830.576577,184,300,-1.8585582971572876,1.0140676498413086,-0.19999999999999998,0
1597681830.8686244,185,250,45.21420669555664,1.0047708749771118,11.725,-10
1597681831.1859832,186,300,-43.22534942626953,1.012838363647461,-0.24999999999999997,0
1597681831.4556448,187,172,0.11565255373716354,0.9938356876373291,11.75,-10
1597681831.6249437,188,300,-5.577658653259277,1.0549954175949097,-0.07500000000000001,0
1597681831.8098712,189,300,-3.029679536819458,0.9790307879447937,-0.1,0
1597681832.0414562,190,300,-4.661823749542236,1.0136417150497437,-0.175,1
1597681832.342301,191,272,-21.1153621673584,0.9430093765258789,11.75,-10
1597681832.6275885,192,279,-4.324974060058594,0.9944607615470886,11.7,-10
1597681832.828143,193,300,-82.26531982421875,1.0058040618896484,-0.15,0
1597681833.0286765,194,300,-2.272284507751465,0.9737653136253357,-0.07500000000000001,0
1597681833.2136,195,300,-90.16752624511719,1.013645052909851,-0.15,0
1597681833.4292743,196,300,-2.1567299365997314,0.9958872199058533,-0.175,1
1597681833.591625,197,300,-49.00196075439453,1.0240907669067383,-0.05,0
1597681833.876843,198,179,58.1828727722168,0.9993224740028381,11.75,-10
1597681834.1315908,199,181,11.398981094360352,1.008332371711731,-10.225,12
1597681834.4632993,200,254,6.85859489440918,0.996124267578125,11.725,-10
1597681834.7326162,201,209,11.526310920715332,1.0233070850372314,11.75,-10
1597681835.0108616,202,300,-28.767807006835938,0.9981194138526917,-0.22499999999999998,1
1597681835.2339795,203,300,-15.840254783630371,0.9754070043563843,-0.19999999999999998,0
1597681835.465784,204,300,-1.16196608543396,0.9630635380744934,-0.175,0
1597681835.681982,205,300,-41.12883377075195,0.972747802734375,-0.19999999999999998,0
1597681835.8981602,206,300,-16.56804084777832,0.982903242111206,-0.15,0
1597681836.267665,207,264,6.181514263153076,0.9924572706222534,11.7,-10
1597681836.6372805,208,242,4.8045477867126465,0.9521588087081909,11.524999999999999,-9
1597681836.9224772,209,300,27.14877700805664,1.0630791187286377,0.7499999999999999,0
1597681837.1784663,210,300,-54.90715026855469,0.9513120055198669,-0.19999999999999998,0
1597681837.3860369,211,300,-55.23813247680664,0.9899460673332214,-0.15,0
1597681837.6239617,212,300,-26.944875717163086,0.9763212203979492,-0.175,0
1597681837.9249098,213,110,37.72929000854492,1.0407425165176392,11.75,-10
1597681838.07208,214,300,-48.373043060302734,0.8795713186264038,-0.07500000000000001,0
1597681838.3727953,215,300,-2.6803600788116455,0.9719451069831848,0.75,0
1597681838.5889826,216,300,-23.248432159423828,0.7486154437065125,-0.175,0
1597681838.7594662,217,300,-15.899024963378906,0.7863497734069824,-0.1,0
1597681838.9908457,218,289,32.31999588012695,1.814721941947937,-10.2,12
1597681839.1742902,219,300,-2.96512508392334,1.076577067375183,-0.125,0
1597681839.374853,220,300,-45.123268127441406,1.0280424356460571,-0.15,0
1597681839.544161,221,300,-2.201843023300171,0.969854474067688,-0.07500000000000001,0
1597681839.8761213,222,273,33.24639129638672,1.0653425455093384,-9.325,12
1597681840.0923078,223,297,46.917911529541016,1.0055590867996216,-10.125,12
1597681840.292656,224,300,-25.14068031311035,0.9752833843231201,-0.125,0
1597681840.5084045,225,300,-0.8758702278137207,0.9998506307601929,-0.19999999999999998,0
1597681840.6781578,226,300,-15.813215255737305,0.9870773553848267,-0.07500000000000001,1
1597681840.831831,227,296,35.98896789550781,0.8789485096931458,-10.05,12
1597681841.1257923,228,190,14.671985626220703,1.0632846355438232,11.775,-10
1597681841.3949592,229,300,4.943377494812012,1.02806556224823,-0.22499999999999998,0
1597681841.6109982,230,258,10.424103736877441,0.9687244892120361,-10.225,12
1597681841.811146,231,300,-13.198447227478027,1.0649360418319702,-0.125,0
1597681842.111978,232,256,25.079383850097656,1.042853832244873,-9.3,12
1597681842.412813,233,224,29.744800567626953,0.9630468487739563,11.725,-10
1597681842.6355035,234,205,54.13031005859375,1.050611138343811,-10.15,12
1597681842.9832747,235,268,-3.909656524658203,1.0126123428344727,11.625,-10
1597681843.1833932,236,300,-3.2338786125183105,0.9926157593727112,-0.15,0
1597681843.39958,237,300,-35.32421875,1.0085452795028687,-0.125,1
1597681843.568889,238,300,-2.2679696083068848,0.8922407031059265,-0.07500000000000001,1
1597681843.785068,239,300,-38.06383514404297,1.0000463724136353,-0.175,0
1597681843.9543881,240,300,-21.45787239074707,0.9848012924194336,-0.07500000000000001,0
1597681844.1549487,241,300,-9.450773239135742,0.9663692116737366,-0.125,1
1597681844.4709618,242,300,-1.4160808324813843,0.9948146939277649,-0.24999999999999997,0
1597681844.8030603,243,289,-29.51184844970703,1.0016016960144043,11.725,-10
1597681845.088274,244,300,-29.628755569458008,0.9099099636077881,0.7499999999999999,0
1597681845.3360784,245,300,-20.136653900146484,0.911722719669342,-0.1,1
1597681845.5828753,246,222,9.059194564819336,1.0717695951461792,-10.25,12
1597681845.859529,247,300,-40.01388931274414,1.0016732215881348,-0.3,1
1597681846.176046,248,300,-40.01329040527344,0.9805700778961182,-0.22499999999999998,0
1597681846.4245641,249,300,-3.591984987258911,0.9693782925605774,-0.175,0
1597681846.6079986,250,300,-15.010114669799805,0.8269740343093872,-0.05,1
1597681846.8932154,251,300,-4.238191604614258,0.926571786403656,-0.35000000000000003,1
1597681847.1248085,252,222,37.03280258178711,1.1642059087753296,-10.175,12
1597681847.2936754,253,195,44.297157287597656,1.1832815408706665,-10.075,12
1597681847.6106937,254,282,-13.225171089172363,1.0704832077026367,11.799999999999999,-9
1597681847.8836904,255,300,-3.333118200302124,1.0292494297027588,-0.22499999999999998,0
1597681848.1650734,256,300,-70.90196990966797,1.0557111501693726,0.7249999999999999,1
1597681848.481221,257,300,-13.500860214233398,0.9902172088623047,-0.35000000000000003,0
1597681848.8821557,258,197,-32.522239685058594,1.019154667854309,11.549999999999999,-10
1597681849.0514565,259,300,-63.07555389404297,1.0178632736206055,-0.07500000000000001,0
1597681849.352299,260,300,-32.26255416870117,1.0239416360855103,0.725,0
1597681849.55286,261,300,-40.3068962097168,0.9766590595245361,-0.1,0
1597681849.7690756,262,245,11.96033763885498,1.04518461227417,-10.15,12
1597681850.0697994,263,300,-14.675457954406738,1.0001639127731323,-0.3,0
1597681850.4181578,264,298,-10.921777725219727,1.016404151916504,11.7,-10
1597681850.6547177,265,300,-57.47146987915039,0.9871238470077515,-0.07500000000000001,0
1597681850.8342042,266,300,-6.978779315948486,0.979844868183136,-0.07500000000000001,0
1597681851.1709824,267,275,54.497596740722656,0.9962515830993652,11.625,-10
1597681851.4182386,268,300,-45.18167495727539,0.9951243996620178,-0.24999999999999997,0
1597681851.650406,269,300,-38.45471954345703,1.000645399093628,-0.15,0
1597681851.8574796,270,300,-50.49724197387695,1.0171817541122437,-0.125,0
1597681852.2053792,271,217,3.0361855030059814,0.988083004951477,11.65,-10
1597681852.3590527,272,174,32.034759521484375,1.0291815996170044,-10.075,12
1597681852.6072783,273,300,-9.035786628723145,1.0043219327926636,-0.175,0
1597681852.9211876,274,300,-28.206321716308594,0.9715105295181274,-0.3,1
1597681853.1404157,275,279,27.316272735595703,1.0173693895339966,-10.2,12
1597681853.4241428,276,300,-12.299849510192871,0.9602878093719482,-0.24999999999999997,0
1597681853.6247046,277,300,-29.03166961669922,0.9947289824485779,-0.15,0
1597681853.793723,278,300,-39.844356536865234,0.9901972413063049,-0.07500000000000001,0
1597681854.1408668,279,233,25.231979370117188,0.9636225700378418,11.65,-9
1597681854.3570437,280,300,-23.191120147705078,1.0043007135391235,-0.15,0
1597681854.611336,281,300,-2.8261256217956543,0.9796987771987915,-0.24999999999999997,0
1597681854.8654692,282,289,57.8472785949707,0.9530493021011353,11.799999999999999,-10
1597681855.0438924,283,264,0.9490700364112854,1.0445059537887573,-10.075,12
1597681855.22851,284,300,-8.822138786315918,0.9632852673530579,-0.1,1
1597681855.4442432,285,300,-5.712335586547852,0.976626992225647,-0.19999999999999998,1
1597681855.6669445,286,300,-62.77169418334961,0.982382595539093,-0.07500000000000001,0
1597681855.8674881,287,300,2.1250882148742676,0.8993251919746399,0.85,0
1597681856.045908,288,300,-4.737883567810059,1.0231047868728638,-0.1,0
1597681856.2307165,289,300,-40.23711395263672,0.9755370616912842,-0.125,0
1597681856.4312956,290,238,1.9512245655059814,1.1862726211547852,-10.125,12
1597681856.702105,291,300,-6.47904634475708,0.9925526976585388,-0.19999999999999998,0
1597681856.9319026,292,300,0.2942589819431305,0.9809175133705139,0.7999999999999999,0
1597681857.085587,293,300,-7.2001118659973145,0.9848728775978088,-0.07500000000000001,0
1597681857.4020555,294,229,5.738410949707031,0.9437949657440186,11.674999999999999,-10
1597681857.7657292,295,300,-86.23273468017578,0.9188072085380554,-0.37500000000000006,0
1597681858.0507345,296,300,-15.902697563171387,0.976367175579071,0.7249999999999998,0
1597681858.3740206,297,300,-4.9381303787231445,1.0086559057235718,0.725,0
1597681858.6530836,298,300,-53.5959587097168,0.9067080616950989,-0.175,0
1597681858.7914746,299,182,3.6833465099334717,1.1303313970565796,-10.05,12
1597681858.9698675,300,300,-4.349282264709473,0.8893223404884338,-0.07500000000000001,0
1597681859.1765678,301,300,-12.691461563110352,0.8747061491012573,-0.15,0
1597681859.425083,302,246,19.47105598449707,1.0964888334274292,-10.2,12
1597681859.6554072,303,300,-1.7940200567245483,0.9428539276123047,-0.19999999999999998,0
1597681859.9406111,304,269,-0.39318323135375977,1.029965877532959,11.7,-10
1597681860.1945736,305,186,5.095797061920166,0.9720235466957092,11.825,-10
1597681860.3573594,306,266,8.900996208190918,1.1400601863861084,-10.125,12
1597681860.657881,307,300,-14.875999450683594,0.9984109401702881,-0.24999999999999997,0
1597681860.9113884,308,300,-66.59620666503906,0.9953970909118652,-0.24999999999999997,0
1597681861.1119423,309,300,-29.368324279785156,0.9867300391197205,-0.125,0
1597681861.3591926,310,300,-39.513999938964844,1.0002343654632568,-0.19999999999999998,1
1597681861.6131563,311,300,-43.47950744628906,1.0386191606521606,-0.175,0
1597681861.8827279,312,300,-4.197511672973633,0.9955911040306091,-0.24999999999999997,1
1597681862.1313121,313,300,-10.46804141998291,0.9892415404319763,-0.15,0
1597681862.3465056,314,300,-58.75298309326172,0.9917050004005432,-0.15,0
1597681862.5001912,315,227,3.471102476119995,1.010183572769165,-10.1,12
1597681862.7323143,316,141,12.295740127563477,0.9820798635482788,11.85,-10
1597681863.0330548,317,300,-35.92668533325195,0.9848809242248535,-0.325,1
1597681863.25032,318,300,-67.63392639160156,0.9919443726539612,-0.19999999999999998,0
1597681863.4338737,319,300,-19.114850997924805,0.927311897277832,-0.025,0
1597681863.703254,320,250,17.261911392211914,1.0086541175842285,-9.2,12
1597681864.0040996,321,299,-4.676818370819092,0.9620826244354248,11.725,-9
1597681864.1512587,322,209,30.225812911987305,1.1411068439483643,-10.05,12
1597681864.4050553,323,300,-2.1816442012786865,0.9576281905174255,-0.125,0
1597681864.6216025,324,300,-24.979568481445312,0.9952629208564758,-0.15,0
1597681864.8860435,325,300,-4.317774772644043,0.9849042296409607,-0.24999999999999997,0
1597681865.107253,326,300,-29.460311889648438,0.9778550863265991,-0.175,0
1597681865.3920815,327,300,0.6494165062904358,1.0045076608657837,0.7249999999999999,0
1597681865.5700543,328,300,-0.655451238155365,0.9889179468154907,-0.125,1
1597681865.7391808,329,300,-1.2437852621078491,0.9981884956359863,-0.07500000000000001,0
1597681865.970986,330,300,-25.0907039642334,0.9910522103309631,-0.175,1
1597681866.193376,331,300,-4.889915466308594,0.938110888004303,-0.175,1
1597681866.4563763,332,300,-2.767934799194336,0.9517276883125305,-0.24999999999999997,0
1597681866.7101583,333,300,-33.04991149902344,0.9202281832695007,-0.15,0
1597681867.0422559,334,283,4.1006245613098145,1.0449072122573853,11.625,-10
1597681867.3273606,335,300,-38.308319091796875,0.986762523651123,-0.22499999999999998,0
1597681867.6126642,336,300,-9.35307788848877,0.9785099029541016,0.75,0
1597681867.7975793,337,230,39.90190124511719,1.0366990566253662,-10.125,12
1597681868.0448816,338,300,-23.538516998291016,0.9226527810096741,-0.22499999999999998,0
1597681868.2610676,339,300,-26.260723114013672,0.9735531806945801,-0.15,0
1597681868.5302157,340,300,4.890344619750977,1.007927656173706,0.7749999999999999,0
1597681868.7993433,341,300,-12.567384719848633,0.9309444427490234,-0.24999999999999997,1
1597681869.0997448,342,112,33.109066009521484,0.9882339835166931,11.625,-10
1597681869.2469022,343,287,13.424338340759277,1.175228476524353,-10.025,12
1597681869.4317603,344,300,-13.454414367675781,0.9789983034133911,-0.1,0
1597681869.7917888,345,252,46.714542388916016,0.9799878597259521,11.625,-10
1597681869.9648366,346,300,-2.1312174797058105,1.0026873350143433,-0.05,0
1597681870.22322,347,300,-2.8926522731781006,0.9418972730636597,-0.24999999999999997,1
1597681870.5394793,348,257,23.97551918029785,0.9681051969528198,11.674999999999999,-10
1597681870.7244015,349,195,37.236087799072266,1.053491473197937,-10.15,12
1597681870.9562254,350,300,-22.12820816040039,0.853633463382721,-0.125,0
1597681871.103384,351,189,15.82502555847168,1.0792902708053589,-10.075,12
1597681871.3885994,352,300,-4.711595058441162,0.9825952053070068,-0.22499999999999998,0
1597681871.6746655,353,225,-18.290889739990234,0.9844565391540527,11.75,-9
1597681871.826847,354,300,-7.259676933288574,0.7387915849685669,-0.05,0
1597681872.1276898,355,289,2.5076279640197754,1.0044240951538086,11.725,-10
1597681872.306113,356,300,-27.882802963256836,1.0512946844100952,-0.125,0
