0,448,0.001521613096494028,0.021164321608554002,7.0
1,359,0.0015884104008399842,0.04727387614587284,8.0
2,253,0.0016637587802035534,0.10139977600445728,8.0
3,229,0.001435799394046896,0.17786448500533467,2.0
4,347,0.0015719535556603062,0.14450970071027544,6.0
5,243,0.001649777245910938,0.1399875244761936,5.0
6,387,0.0015675675181686416,0.10470311626398422,7.0
7,284,0.0013453414873547957,0.11313018124209182,2.0
8,537,0.0015116616922258997,0.059778088382515325,6.0
9,255,0.001381268301138691,0.03170991880115787,3.0
10,435,0.0015323892899457067,0.04978546563604622,5.0
11,341,0.0015291927486133716,0.04977213185542072,7.0
12,331,0.0013718542873611802,0.05953943129011308,4.0
13,199,0.001462034029352605,0.07861243873573594,3.0
14,353,0.0015251927457686524,0.08136404138429848,4.0
15,355,0.0015717293096470162,0.02573071730754928,5.0
16,399,0.0014894084344363602,0.022998139166447305,4.0
17,304,0.0015751678254577871,0.020803105012727263,3.0
18,317,0.001640731383596873,0.04988382352098238,8.0
19,503,0.001515677087675506,0.017054371320591236,6.0
20,507,0.0015231697577652494,0.02339124488066611,7.0
21,559,0.0014297373806108089,0.02403261540980883,2.0
22,472,0.0015599210924169017,0.019759155285196842,8.0
23,481,0.001423596777215507,0.006369819080499844,2.0
24,437,0.0015632277461156692,0.02537324002073341,8.0
25,366,0.0015303517813931723,0.026185578185110844,5.0
26,392,0.0014199636275499907,0.016514120238135938,2.0
27,463,0.0014407083555074414,0.008106533679773065,2.0
28,328,0.001512061448188544,0.038584878709275926,5.0
29,358,0.0015653370731307308,0.03235921934193565,8.0
30,458,0.001412735154901074,0.021390168933680995,2.0
31,352,0.0014072690365455028,0.025317626183757304,3.0
32,575,0.0014405932447508626,0.013123060069693446,6.0
33,303,0.0015835531682956336,0.025926075685347553,8.0
34,370,0.0014581397112861678,0.03309434719684808,4.0
35,235,0.0013883137481009707,0.017681798069238443,3.0
36,488,0.0014498468018976636,0.013173858485777285,2.0
37,331,0.0015005550060274919,0.02089070862918631,5.0
38,365,0.0013530160070792452,0.008480353831725383,2.0
39,289,0.0013554586745334538,0.009283873150982589,2.0
40,361,0.0015743811823778536,0.01897763172024142,4.0
41,314,0.0014429845695923657,0.012912553837401327,3.0
42,289,0.0013339599517132171,0.022418275329039537,3.0
43,404,0.0015309687881352434,0.01374137490731665,4.0
44,311,0.0014787066272696498,0.016643563647850277,4.0
45,311,0.001647280484222331,0.037285537478172606,8.0
46,301,0.0013544467413965056,0.059201173310736564,4.0
47,341,0.001396335513929118,0.017328457044413215,2.0
48,259,0.0015377820879364796,0.03371941674598452,2.0
49,384,0.001510110644934078,0.023307067663235575,5.0
50,455,0.0014069880962699324,0.00863234069841053,2.0
51,303,0.0013554531791963593,0.011357633024946159,3.0
52,380,0.0014469866885950691,0.016076204538877717,5.0
53,384,0.001541159393430765,0.018522990558613284,5.0
54,351,0.0014262783640937248,0.007702050360095223,2.0
55,736,0.00150161053486796,0.01026605106922349,5.0
56,338,0.0015172853710449482,0.018338960272070277,3.0
57,629,0.0015065629888083105,0.011131375802058913,6.0
58,547,0.0014935638840689956,0.015251788853088852,7.0
59,414,0.0015552556749595249,0.027575615805812848,8.0
60,149,0.001359701372258015,0.03181933698181107,2.0
61,253,0.0014704442767080347,0.021641932013973186,4.0
62,360,0.001416176223816971,0.01763472640615207,3.0
63,322,0.001549222197105981,0.020229587847769955,5.0
64,206,0.0014575043381237,0.030439448540249436,3.0
65,435,0.0015246504200515391,0.012693602945408583,5.0
66,407,0.0015117527404456819,0.017392436343111023,3.0
67,502,0.0015053474808119209,0.008390783892730179,4.0
68,318,0.0015411772560211098,0.006775935902177741,2.0
69,313,0.0014619459948553063,0.031133611683293285,5.0
70,252,0.0013861316089917506,0.0278974263091897,3.0
71,372,0.0014131954715897639,0.006503131228101978,2.0
72,357,0.0014398346240280056,0.0119306942995911,3.0
73,269,0.0013682826796068798,0.009740917955170455,2.0
74,453,0.0014497279847414946,0.008605735731764954,4.0
75,232,0.0012992011415290422,0.018083320210093172,2.0
76,319,0.0016597427623375642,0.03088823090900485,8.0
77,443,0.0014880795933676224,0.02420891523752802,5.0
78,363,0.0015549714607763882,0.03167412857818925,8.0
79,314,0.00142259641764033,0.008023974203120572,3.0
80,353,0.0015158209693815993,0.024435764419890846,8.0
81,591,0.0015192448938432482,0.024264350073578585,8.0
82,372,0.0016419373012037687,0.033187313698165105,8.0
83,508,0.0015464282299457925,0.028485984818977062,8.0
84,266,0.001433622302081352,0.02042872640363487,2.0
85,487,0.0014942993287540192,0.016650401046665715,6.0
86,489,0.001502819438341144,0.014707420062126211,7.0
87,419,0.0013979700069456653,0.028055533112350296,5.0
88,358,0.0013838758895059204,0.011475275409544572,3.0
89,330,0.0013881897370359212,0.01663175809720666,3.0
90,522,0.0014601233433147044,0.00907538117281258,5.0
91,477,0.001495287862003037,0.014625781381518727,5.0
92,438,0.0015078956254898277,0.014874289850651801,5.0
93,256,0.0013358004089241149,0.016828622970948004,2.0
94,324,0.0014635842612565116,0.01982247800881368,5.0
95,415,0.001457810869821942,0.019446475636974596,4.0
96,282,0.0013845432450638173,0.009434809915749978,3.0
97,449,0.0014836743135909593,0.010807888862579535,3.0
98,371,0.0015400537726471847,0.018298589196300882,5.0
99,253,0.0014488518407399004,0.011153282351673257,4.0
