Time,Episode,Steps,ActorLoss,CriticLoss,AgentAC_reward,Agent0_reward,Agent1_reward,Agent2_reward
1596620103.7608733,33,300,1600.354248046875,0.9927387237548828,-14.600000000000001,18.0,-7.0,-8.0
1596620106.319101,34,316,389.9310607910156,1.025281548500061,-14.200000000000003,-8.0,18.0,-5.0
1596620111.7099638,35,673,-758.3840942382812,1.007853627204895,-19.49999999999997,-4.0,-4.0,18.0
1596620116.4856906,36,602,363.6261291503906,1.00326669216156,-19.399999999999974,18.0,-3.0,-4.0
1596620119.9359796,37,439,688.354248046875,1.0109118223190308,-15.299999999999992,18.0,-5.0,-6.0
1596620122.7812138,38,321,161.211181640625,0.9747557044029236,-12.000000000000004,-6.0,-6.0,18.0
1596620126.2949061,39,343,-2533.799560546875,1.0225658416748047,8.799999999999997,-7.0,-7.0,-8.0
1596620130.159836,40,429,391.2783508300781,0.9996569752693176,-15.299999999999986,-3.0,-7.0,18.0
1596620133.215153,41,356,1949.0718994140625,1.000381588935852,-16.099999999999994,18.0,-6.0,-7.0
1596620137.3652797,42,484,-606.7990112304688,1.0296101570129395,-17.799999999999983,-6.0,18.0,-8.0
1596620140.1756096,43,324,174.12451171875,0.9737469553947449,-14.599999999999998,-6.0,18.0,-4.0
1596620143.4274716,44,386,1254.234619140625,0.9793234467506409,-14.899999999999995,18.0,-7.0,-6.0
1596620146.2067232,45,290,-1137.1395263671875,0.999629557132721,10.9,-6.0,-5.0,-7.0
1596620151.09024,46,418,797.4155883789062,1.0069726705551147,-17.59999999999999,-4.0,18.0,-3.0
1596620155.6235876,47,441,935.4716796875,1.0254650115966797,-17.899999999999988,-5.0,18.0,-6.0
1596620158.2843297,48,253,430.1632385253906,0.9897924065589905,-13.400000000000002,-8.0,18.0,-4.0
1596620161.5830855,49,288,-1357.8741455078125,1.0140246152877808,10.599999999999998,-4.0,-7.0,-6.0
1596620164.9795597,50,363,1118.8875732421875,1.0075466632843018,-13.999999999999993,-5.0,18.0,-7.0
1596620168.9957137,51,473,-210.5288543701172,0.9871446490287781,-16.199999999999996,-5.0,-8.0,18.0
1596620171.5538137,52,270,1044.3096923828125,0.9846678972244263,-13.200000000000003,-7.0,18.0,-5.0
1596620173.7641037,53,200,-709.310546875,1.0259888172149658,12.399999999999999,-8.0,-7.0,-8.0
1596620177.214904,54,386,757.8914794921875,0.9679794907569885,-15.899999999999997,-3.0,18.0,-6.0
1596620180.3341625,55,363,-892.2266235351562,1.001492977142334,8.599999999999996,-7.0,-5.0,-7.0
1596620182.347215,56,249,208.72726440429688,1.005709171295166,-13.500000000000002,-8.0,-8.0,18.0
1596620185.0695899,57,337,764.8123779296875,1.0051679611206055,-14.200000000000003,-8.0,-6.0,18.0
1596620187.18791,58,270,417.18743896484375,1.002698540687561,-13.800000000000002,-4.0,-8.0,18.0
1596620189.073455,59,243,1555.271728515625,1.028973937034607,-12.200000000000003,18.0,-7.0,-7.0
1596620191.1817513,60,262,1278.11572265625,1.0071163177490234,-14.100000000000001,18.0,-5.0,-7.0
1596620194.5431755,61,415,-365.9918518066406,0.9807451367378235,-13.999999999999996,18.0,-5.0,-8.0
1596620197.9311106,62,419,-75.30743408203125,1.0150442123413086,-15.899999999999988,18.0,-5.0,-6.0
1596620200.4487343,63,297,-1184.55810546875,1.010080337524414,-14.3,-7.0,18.0,-6.0
1596620203.56874,64,383,1463.4720458984375,1.015333890914917,-13.499999999999998,-5.0,18.0,-8.0
1596620206.8493571,65,387,-1002.5774536132812,1.0002909898757935,7.899999999999995,-7.0,-7.0,-6.0
1596620210.4447215,66,448,599.9933471679688,1.0346896648406982,-17.599999999999987,-3.0,-7.0,18.0
1596620212.2411013,67,197,1385.5318603515625,1.0124905109405518,-10.2,-8.0,-6.0,18.0
1596620216.295307,68,460,1420.4132080078125,0.9898081421852112,-16.999999999999986,-5.0,-7.0,18.0
1596620218.7277381,69,285,1797.24072265625,0.998581051826477,-12.500000000000002,-4.0,-6.0,18.0
1596620223.6263247,70,599,258.2712097167969,0.9883216023445129,-17.699999999999974,-3.0,-4.0,18.0
1596620225.8233333,71,243,-421.3650207519531,1.0000425577163696,11.2,-8.0,-7.0,-5.0
1596620227.9913561,72,233,-689.61865234375,0.9985770583152771,11.5,-8.0,-6.0,-7.0
1596620230.4279923,73,299,1330.446044921875,1.0005208253860474,-12.200000000000003,-7.0,18.0,-3.0
1596620233.1127894,74,341,-1144.701416015625,0.9662308096885681,-14.000000000000002,18.0,-7.0,-7.0
1596620236.181351,75,333,-371.07568359375,1.020169973373413,9.499999999999996,-5.0,-5.0,-8.0
1596620238.7697551,76,295,116.54540252685547,1.0206166505813599,-10.500000000000004,-7.0,18.0,-4.0
1596620240.9142282,77,276,633.7252197265625,1.0080902576446533,-14.100000000000001,-7.0,18.0,-4.0
1596620243.554848,78,331,546.0848388671875,1.0303800106048584,-15.499999999999996,-7.0,18.0,-5.0
1596620246.7130654,79,345,-300.0677795410156,0.9782230854034424,8.899999999999997,-3.0,-6.0,-8.0
1596620250.0598657,80,394,-10.057099342346191,1.0068684816360474,-13.700000000000003,18.0,-8.0,-5.0
1596620253.134614,81,363,1354.8076171875,0.9842574000358582,-16.099999999999994,-7.0,18.0,-8.0
1596620255.9691548,82,337,1060.9261474609375,0.9967252612113953,-11.500000000000002,18.0,-4.0,-8.0
1596620259.985177,83,502,-742.0853271484375,0.9941712617874146,-16.69999999999998,-3.0,-5.0,18.0
1596620264.862723,84,593,373.72808837890625,1.0049793720245361,-17.599999999999987,18.0,-7.0,-3.0
1596620267.3805985,85,275,-625.72509765625,0.9892598390579224,10.9,-6.0,-5.0,-8.0
1596620270.1701577,86,324,788.050537109375,0.9958091974258423,-14.699999999999996,-8.0,-8.0,18.0
1596620273.0267127,87,317,1695.125732421875,0.9810645580291748,-12.900000000000002,18.0,-6.0,-6.0
1596620275.3460786,88,247,1514.23828125,0.9911636710166931,-11.400000000000002,-7.0,18.0,-6.0
1596620277.985705,89,294,343.8885803222656,0.997836172580719,-12.000000000000004,-6.0,18.0,-8.0
1596620282.9909933,90,590,795.8990478515625,1.0139031410217285,-19.399999999999974,-3.0,-5.0,18.0
1596620286.5856705,91,435,-1116.584228515625,1.0068804025650024,7.099999999999994,-3.0,-8.0,-3.0
1596620289.3060162,92,346,521.727294921875,1.025579571723938,-13.100000000000003,-3.0,-7.0,18.0
1596620291.8787346,93,311,322.45831298828125,1.0456929206848145,-12.300000000000004,-8.0,-5.0,18.0
1596620295.6483748,94,439,-909.7904052734375,1.0058512687683105,6.4999999999999964,-4.0,-8.0,-8.0
1596620298.6596985,95,350,1394.685546875,0.9914693236351013,-13.700000000000003,-6.0,18.0,-8.0
1596620300.9910886,96,261,-1227.6619873046875,0.9976972937583923,11.099999999999998,-6.0,-5.0,-7.0
1596620304.1453059,97,387,580.6729736328125,0.9755050539970398,-16.89999999999999,18.0,-6.0,-6.0
1596620307.005132,98,338,606.4929809570312,1.0036393404006958,-12.300000000000004,-5.0,-6.0,18.0
1596620309.0319695,99,247,1160.6851806640625,1.0220261812210083,-12.800000000000002,18.0,-8.0,-7.0
1596620313.1147256,100,486,-1183.2802734375,1.0036373138427734,5.50000000000002,-6.0,-8.0,-3.0
1596620316.3741322,101,403,913.0463256835938,0.9908844232559204,-16.399999999999995,-3.0,-5.0,18.0
1596620321.0720947,102,586,644.2247924804688,0.9995838403701782,-20.59999999999998,18.0,-5.0,-4.0
1596620323.0338202,103,249,1129.9189453125,1.0156011581420898,-13.400000000000002,-8.0,18.0,-7.0
1596620326.5680418,104,425,740.0684204101562,1.0291972160339355,-14.499999999999986,-7.0,-8.0,18.0
1596620329.7167697,105,367,811.5870361328125,0.9818759560585022,-12.300000000000002,-6.0,-6.0,18.0
1596620334.2184355,106,553,938.078369140625,1.0169923305511475,-21.49999999999998,-8.0,-7.0,18.0
1596620336.6813848,107,323,1385.54443359375,0.9946004152297974,-15.0,-7.0,-5.0,18.0
1596620339.300437,108,321,-542.9765625,0.9930562376976013,-12.200000000000003,18.0,-5.0,-7.0
1596620342.3208778,109,337,-453.5705871582031,0.9966568350791931,9.599999999999998,-6.0,-7.0,-3.0
1596620345.3434057,110,360,1013.9368286132812,0.9929841160774231,-12.6,-5.0,-3.0,18.0
1596620348.3340993,111,330,-1363.095703125,1.0046558380126953,9.299999999999997,-7.0,-6.0,-6.0
1596620351.6293714,112,376,-550.1581420898438,1.010149598121643,8.299999999999997,-6.0,-6.0,-8.0
1596620354.2731478,113,271,-1645.84765625,1.003451943397522,10.5,-7.0,-8.0,-6.0
1596620356.723867,114,279,601.4613647460938,1.0043879747390747,-14.3,-5.0,-8.0,18.0
1596620360.169549,115,408,1181.16259765625,0.9832684993743896,-16.39999999999999,-5.0,18.0,-4.0
1596620362.392318,116,250,700.2583618164062,1.0086431503295898,-11.600000000000001,-6.0,18.0,-8.0
1596620365.189714,117,330,2066.60302734375,1.0045535564422607,-15.099999999999998,-4.0,-4.0,18.0
1596620368.4475136,118,336,-1311.8673095703125,1.022691249847412,9.299999999999995,-6.0,-8.0,-7.0
1596620370.9363685,119,220,-864.5611572265625,1.0114697217941284,12.0,-6.0,-8.0,-7.0
1596620374.3010988,120,395,-713.4728393554688,0.9833051562309265,8.099999999999996,-5.0,-3.0,-6.0
1596620376.8835995,121,314,2892.5283203125,1.0434390306472778,-14.499999999999998,-6.0,-5.0,18.0
1596620379.3649712,122,290,497.5968933105469,0.9990755915641785,-14.100000000000003,18.0,-8.0,-8.0
1596620382.364709,123,366,1157.6434326171875,1.0015432834625244,-14.600000000000001,18.0,-5.0,-8.0
1596620384.3152041,124,191,-1425.1527099609375,1.0403517484664917,12.299999999999999,-8.0,-8.0,-8.0
1596620387.537031,125,373,-1440.6390380859375,1.0017800331115723,8.499999999999995,-3.0,-5.0,-6.0
1596620390.2424014,126,319,928.1630249023438,1.0212059020996094,-14.400000000000002,-7.0,-7.0,18.0
1596620393.0668335,127,367,1684.9114990234375,0.9676728844642639,-15.2,18.0,-3.0,-3.0
1596620395.2452426,128,268,1308.4571533203125,1.0011963844299316,-13.800000000000002,-8.0,-6.0,18.0
1596620399.1489427,129,461,-359.7944641113281,0.9841153025627136,-15.399999999999984,-6.0,18.0,-6.0
1596620401.5966542,130,293,655.3233032226562,1.0104204416275024,-13.700000000000003,18.0,-6.0,-4.0
1596620405.1983202,131,428,6.054314613342285,0.9887279868125916,-13.499999999999998,-8.0,-6.0,18.0
1596620408.206578,132,340,-1533.212890625,0.9812255501747131,9.099999999999996,-8.0,-7.0,-7.0
1596620411.3289657,133,350,-953.8723754882812,0.9950540661811829,8.899999999999995,-7.0,-3.0,-8.0
1596620414.9173622,134,443,967.4598388671875,0.9807592630386353,-18.099999999999987,-5.0,18.0,-7.0
1596620418.2708757,135,414,41.50910949707031,0.9939334988594055,-15.799999999999994,18.0,-4.0,-7.0
1596620422.3005562,136,508,1733.717529296875,0.9992974996566772,-17.19999999999999,-8.0,18.0,-3.0
1596620424.385982,137,262,-360.6753234863281,1.037815809249878,-13.700000000000003,18.0,-7.0,-7.0
1596620426.405031,138,258,1387.7015380859375,0.9825009107589722,-11.8,-7.0,18.0,-8.0
1596620429.0548532,139,338,1155.8055419921875,0.9781827330589294,-15.899999999999995,18.0,-5.0,-7.0
1596620433.0394032,140,501,918.05615234375,1.006601095199585,-19.299999999999983,-8.0,-5.0,18.0
1596620437.8009238,141,570,-1737.9835205078125,1.0124057531356812,3.600000000000014,-8.0,-8.0,-4.0
1596620441.6169655,142,474,989.511962890625,1.0135161876678467,-14.799999999999994,18.0,-4.0,-5.0
1596620443.9080956,143,253,-699.22509765625,0.9811931252479553,11.0,-8.0,-8.0,-5.0
1596620445.980395,144,270,247.7280731201172,1.014167070388794,-13.800000000000002,18.0,-8.0,-7.0
1596620448.7823257,145,335,233.1051025390625,0.962569534778595,-12.200000000000003,18.0,-7.0,-5.0
1596620452.5504334,146,452,-189.4346923828125,0.9941120743751526,6.700000000000001,-4.0,-4.0,-8.0
1596620454.4885035,147,232,1997.5582275390625,1.0000739097595215,-13.400000000000002,-8.0,-7.0,18.0
1596620457.4122114,148,355,-543.5332641601562,0.984565019607544,-16.299999999999994,-3.0,-6.0,18.0
1596620460.8958461,149,410,588.2916870117188,0.9969698786735535,-13.100000000000005,-4.0,18.0,-5.0
1596620463.2947097,150,270,-706.0603637695312,1.0082725286483765,10.7,-7.0,-8.0,-7.0
1596620467.3875864,151,505,-445.9709777832031,0.9989811778068542,-17.299999999999994,18.0,-5.0,-8.0
1596620470.2244937,152,343,909.0599365234375,0.9873782992362976,-16.299999999999994,-6.0,-6.0,18.0
1596620472.7949247,153,323,416.02392578125,1.0093553066253662,-13.200000000000003,-3.0,18.0,-7.0
1596620474.83275,154,240,260.5391845703125,1.020108938217163,-13.500000000000002,-8.0,18.0,-8.0
1596620477.7500172,155,301,-1077.924072265625,0.9988611936569214,9.799999999999995,-6.0,-8.0,-8.0
1596620480.1539378,156,278,250.90660095214844,1.0029900074005127,-13.000000000000004,18.0,-7.0,-8.0
1596620482.731943,157,316,814.8843383789062,1.0053092241287231,-14.400000000000002,-8.0,18.0,-3.0
1596620485.6448004,158,360,-405.92205810546875,0.9542675018310547,-15.499999999999993,-8.0,-8.0,18.0
1596620488.256356,159,316,-267.1658935546875,1.0144981145858765,-13.300000000000004,18.0,-4.0,-7.0
1596620493.3586555,160,624,1673.864013671875,1.0153447389602661,-18.09999999999998,-6.0,-4.0,18.0
1596620496.436793,161,365,1711.8094482421875,0.9961332678794861,-13.100000000000003,-4.0,18.0,-5.0
1596620499.7932048,162,448,88.34355926513672,0.9945082664489746,-17.99999999999999,18.0,-6.0,-3.0
1596620503.2766361,163,441,1022.313232421875,1.000708818435669,-17.499999999999986,-5.0,18.0,-7.0
1596620505.3959694,164,230,-1530.35107421875,1.0057622194290161,11.7,-6.0,-6.0,-8.0
1596620509.1231275,165,436,1450.447509765625,1.0068118572235107,-13.800000000000004,-7.0,18.0,-3.0
1596620511.0749085,166,214,86.32929992675781,1.002158284187317,-9.400000000000002,-8.0,18.0,-8.0
1596620512.9463906,167,232,72.1850814819336,1.027626633644104,-11.200000000000001,-8.0,18.0,-7.0
1596620515.4718206,168,279,-25.36090850830078,1.0419069528579712,10.499999999999998,-7.0,-8.0,-7.0
1596620518.666463,169,382,1118.1328125,0.9769998788833618,-12.400000000000004,18.0,-3.0,-8.0
1596620520.7740316,170,226,-1278.1485595703125,1.0214111804962158,11.7,-8.0,-7.0,-8.0
1596620524.2539997,171,420,-1906.6142578125,1.0271693468093872,7.299999999999995,-4.0,-7.0,-7.0
1596620527.0611904,172,341,874.550048828125,0.9815126061439514,-13.300000000000004,-7.0,18.0,-7.0
1596620529.3978229,173,258,-1360.98095703125,1.0263108015060425,11.399999999999999,-6.0,-8.0,-6.0
1596620532.087959,174,340,235.4203643798828,0.9963638782501221,-15.0,-4.0,18.0,-7.0
1596620535.0685709,175,345,-778.9073486328125,1.017055869102478,9.199999999999996,-4.0,-6.0,-7.0
1596620537.1626542,176,263,675.480224609375,0.9940288066864014,-13.500000000000002,18.0,-8.0,-7.0
1596620539.815243,177,340,1441.9498291015625,0.9906085133552551,-15.599999999999998,18.0,-6.0,-4.0
1596620542.8289087,178,345,-27.271638870239258,0.9971786141395569,-14.399999999999999,-5.0,-8.0,18.0
1596620545.8316944,179,383,1324.8905029296875,0.9813597202301025,-16.699999999999992,18.0,-8.0,-3.0
1596620548.3050582,180,303,951.1749267578125,0.9544804692268372,-13.100000000000003,-5.0,-8.0,18.0
1596620551.1541197,181,354,-654.2009887695312,1.006399393081665,-16.299999999999994,-8.0,18.0,-4.0
1596620554.3524144,182,383,-827.966796875,0.9889312386512756,-13.300000000000002,-4.0,-4.0,18.0
1596620556.6773624,183,257,1380.675537109375,0.9968205690383911,-9.500000000000002,-8.0,18.0,-8.0
1596620559.5400789,184,368,1121.7193603515625,0.9980276823043823,-15.2,-7.0,-3.0,18.0
1596620562.566087,185,352,-577.454833984375,1.0017282962799072,9.199999999999998,-6.0,-7.0,-3.0
1596620565.9500377,186,385,-1158.0023193359375,0.9937333464622498,8.299999999999994,-4.0,-6.0,-7.0
1596620568.49011,187,319,1573.00146484375,0.980017900466919,-15.099999999999998,18.0,-5.0,-6.0
1596620570.9867942,188,315,-110.93850708007812,0.9831793904304504,-15.0,-5.0,-8.0,18.0
1596620573.7243135,189,314,89.62450408935547,1.0010710954666138,9.7,-8.0,-6.0,-6.0
1596620576.1651237,190,259,866.6829223632812,1.005819320678711,-14.3,-7.0,18.0,-8.0
1596620577.4634874,191,125,-671.1367797851562,1.0144762992858887,14.199999999999998,-7.0,-8.0,-6.0
1596620580.5138972,192,401,580.102783203125,1.0023046731948853,-15.899999999999997,-7.0,-4.0,18.0
1596620583.5074165,193,373,1306.0965576171875,0.9813194870948792,-15.0,-8.0,18.0,-6.0
1596620586.0839832,194,304,1486.953125,0.9572034478187561,-12.400000000000002,-8.0,18.0,-4.0
1596620588.2300704,195,250,1819.45751953125,0.9963939785957336,-12.900000000000002,18.0,-8.0,-8.0
1596620591.6483223,196,412,-1065.4571533203125,1.0143239498138428,7.7999999999999945,-4.0,-7.0,-4.0
1596620596.1814075,197,586,1536.4906005859375,0.9647493362426758,-21.899999999999977,-4.0,-4.0,18.0
1596620599.799914,198,435,1740.7435302734375,0.984857439994812,-15.899999999999997,-7.0,18.0,-5.0
1596620602.058165,199,294,806.8519287109375,0.989812433719635,-14.3,-6.0,-4.0,18.0
1596620604.415147,200,294,665.196533203125,1.0298703908920288,-12.400000000000002,18.0,-5.0,-6.0
1596620607.5042133,201,381,1889.082275390625,1.021464467048645,-15.09999999999999,-7.0,18.0,-5.0
1596620611.0715048,202,429,-618.5228881835938,1.0095525979995728,-15.499999999999993,-5.0,18.0,-5.0
1596620612.868749,203,181,-534.8359375,1.0003300905227661,12.799999999999999,-8.0,-7.0,-8.0
1596620615.844455,204,355,1595.6102294921875,0.9883426427841187,-14.899999999999991,18.0,-5.0,-8.0
1596620619.4982648,205,432,-711.9981079101562,0.9893916845321655,7.099999999999997,-3.0,-7.0,-3.0
1596620622.69,206,397,844.18310546875,0.969658374786377,-13.000000000000005,18.0,-4.0,-3.0
1596620625.8023503,207,371,630.626953125,1.0109922885894775,-14.899999999999997,-5.0,18.0,-4.0
1596620629.0698178,208,375,-914.9449462890625,0.9893804788589478,8.399999999999999,-3.0,-8.0,-8.0
1596620631.6700995,209,290,-1003.0997314453125,0.9955398440361023,10.4,-5.0,-7.0,-8.0
1596620634.7880855,210,387,-212.80789184570312,1.0324419736862183,-15.699999999999992,-5.0,18.0,-6.0
1596620638.292773,211,421,-575.5571899414062,1.007080078125,7.399999999999994,-5.0,-3.0,-8.0
1596620640.9485254,212,286,-1377.3809814453125,0.9970928430557251,10.099999999999998,-8.0,-8.0,-6.0
1596620644.0608308,213,384,68.03398132324219,0.9844250679016113,-16.09999999999999,-8.0,-5.0,18.0
1596620647.015764,214,361,600.2002563476562,0.9951919913291931,-16.299999999999994,18.0,-4.0,-4.0
1596620649.6678534,215,295,-994.5982055664062,1.019922137260437,10.5,-6.0,-5.0,-5.0
1596620652.0845652,216,311,681.7169799804688,0.9737225770950317,-15.0,-5.0,18.0,-8.0
1596620656.0173519,217,477,-88.92131805419922,1.0324939489364624,6.300000000000001,-3.0,-5.0,-3.0
1596620658.8279324,218,344,-12.649300575256348,0.9887890219688416,-13.400000000000002,-5.0,-8.0,18.0
1596620662.2674267,219,425,1505.9027099609375,0.9821619987487793,-14.500000000000002,18.0,-8.0,-5.0
1596620665.303234,220,364,96.96715545654297,1.0050532817840576,-15.699999999999992,18.0,-5.0,-4.0
1596620668.4488268,221,369,-527.3667602539062,1.0138007402420044,-15.199999999999996,18.0,-7.0,-8.0
1596620671.3105972,222,339,1270.7252197265625,1.006890058517456,-15.299999999999997,18.0,-7.0,-7.0
1596620673.7209814,223,300,1066.3228759765625,0.984121561050415,-14.3,-7.0,18.0,-5.0
1596620677.5863695,224,467,1460.6080322265625,0.9652941823005676,-14.399999999999997,18.0,-3.0,-3.0
1596620680.751939,225,381,-1143.1328125,1.024138331413269,-15.899999999999991,18.0,-8.0,-4.0
1596620683.5842288,226,315,-153.25341796875,0.9896069765090942,9.799999999999997,-8.0,-5.0,-5.0
1596620687.4882236,227,465,-430.22015380859375,1.0140380859375,6.700000000000006,-4.0,-4.0,-3.0
1596620692.0125923,228,547,142.16720581054688,1.0068142414093018,-16.19999999999998,-4.0,18.0,-5.0
1596620694.6758564,229,293,1071.5281982421875,1.0018062591552734,-14.000000000000004,-7.0,-6.0,18.0
1596620698.315246,230,445,1452.548583984375,0.9949592351913452,-14.699999999999992,18.0,-3.0,-3.0
1596620701.3381147,231,349,2096.65087890625,1.0051379203796387,-13.600000000000005,-8.0,18.0,-5.0
1596620703.8897402,232,285,-1181.0469970703125,1.0207557678222656,10.2,-8.0,-8.0,-8.0
1596620707.7560909,233,483,1094.7802734375,1.0044283866882324,-16.59999999999999,18.0,-3.0,-6.0
1596620711.3624127,234,424,-165.90103149414062,0.9942722916603088,7.199999999999993,-3.0,-7.0,-3.0
1596620714.7051594,235,385,-851.1836547851562,0.9970507621765137,8.000000000000004,-8.0,-5.0,-7.0
1596620717.4086957,236,304,-960.0352172851562,0.9923632740974426,10.4,-3.0,-7.0,-7.0
1596620719.4618778,237,262,1156.8792724609375,1.006935715675354,-13.700000000000003,18.0,-6.0,-4.0
1596620722.353447,238,367,810.0678100585938,1.019191026687622,-16.499999999999993,18.0,-6.0,-6.0
1596620726.0896306,239,452,114.8123550415039,1.0185164213180542,6.700000000000005,-8.0,-4.0,-5.0
1596620729.4611387,240,402,1266.4029541015625,1.009900689125061,-14.099999999999996,18.0,-7.0,-7.0
1596620732.4983501,241,357,-413.37347412109375,0.9864656329154968,8.799999999999995,-8.0,-4.0,-7.0
1596620734.442025,242,233,776.4243774414062,1.0249513387680054,-12.600000000000001,-8.0,-8.0,18.0
1596620736.7486453,243,299,1535.210205078125,1.0019354820251465,-13.600000000000001,-5.0,-6.0,18.0
1596620739.7011592,244,373,-304.1477355957031,1.0029462575912476,-15.799999999999994,-4.0,-6.0,18.0
1596620742.6648962,245,320,280.3990173339844,1.0124356746673584,-11.800000000000004,-7.0,-7.0,18.0
1596620745.8559165,246,302,1161.431640625,0.9849271774291992,-13.500000000000004,-7.0,18.0,-8.0
1596620749.017257,247,296,2415.8671875,0.9762287735939026,-14.3,-7.0,-7.0,18.0
1596620752.0094314,248,341,-1859.8114013671875,1.0051612854003906,8.699999999999996,-8.0,-8.0,-6.0
1596620754.01265,249,236,1882.8670654296875,0.963548481464386,-13.100000000000001,18.0,-7.0,-8.0
1596620757.6007655,250,436,-913.002197265625,1.0085110664367676,6.799999999999997,-8.0,-3.0,-4.0
1596620761.0022197,251,386,1408.3465576171875,0.9623352885246277,-13.700000000000005,-8.0,-7.0,18.0
1596620763.3558626,252,304,1461.076904296875,0.9749001860618591,-14.7,-4.0,18.0,-6.0
1596620766.339485,253,357,758.2922973632812,1.0221672058105469,-15.299999999999997,-6.0,-4.0,18.0
1596620770.7057128,254,517,772.942138671875,0.9579386711120605,-18.49999999999998,-5.0,18.0,-3.0
1596620774.1807806,255,408,-293.41497802734375,1.00333833694458,-14.99999999999999,18.0,-8.0,-4.0
1596620776.3953588,256,266,-260.43267822265625,1.0139780044555664,-12.500000000000004,-6.0,-8.0,18.0
1596620778.8772385,257,290,1444.349853515625,0.9918700456619263,-13.700000000000003,-8.0,18.0,-8.0
1596620781.7910523,258,354,1310.525634765625,0.9935378432273865,-16.299999999999994,18.0,-6.0,-5.0
1596620784.979299,259,396,-688.0405883789062,1.0108234882354736,-16.999999999999993,-3.0,-8.0,18.0
1596620788.7181604,260,450,1483.885498046875,0.999474048614502,-18.999999999999986,18.0,-8.0,-5.0
1596620793.8097193,261,654,1150.4136962890625,1.003061056137085,-22.39999999999997,-5.0,-4.0,18.0
1596620795.7497656,262,243,1233.8612060546875,0.9960653185844421,-12.600000000000001,18.0,-8.0,-7.0
1596620798.4337535,263,334,1214.749755859375,0.9659083485603333,-15.799999999999997,18.0,-8.0,-5.0
