Time,Episode,Steps,ActorLoss,CriticLoss,AgentAC_reward,Agent0_reward,Agent1_reward,Agent2_reward
1597062801.7448041,0,319,81.51145935058594,1.0131349563598633,-7.0,-4.0,18.0,-8.0
1597062805.8241942,1,318,111.55422973632812,1.0074841976165771,-7.0,-3.0,-8.0,18.0
1597062812.2670624,2,493,423.04412841796875,0.9590161442756653,-4.0,-3.0,-5.0,18.0
1597062820.9597733,3,654,150.85841369628906,1.0052188634872437,-5.0,18.0,-8.0,-3.0
1597062824.6726203,4,282,1416.7119140625,1.0189177989959717,-8.0,18.0,-6.0,-6.0
1597062828.7458184,5,303,-301.7843017578125,0.9766650795936584,-7.0,18.0,-5.0,-5.0
1597062835.423648,6,427,47.29145431518555,1.003221035003662,18.0,-4.0,-5.0,-8.0
1597062839.4446657,7,309,956.6283569335938,0.9836527705192566,-8.0,-5.0,18.0,-8.0
1597062842.859613,8,262,157.47459411621094,0.9845922589302063,-7.0,-8.0,-7.0,18.0
1597062848.7295475,9,394,522.6398315429688,0.9685634970664978,-6.0,18.0,-4.0,-6.0
1597062856.5359414,10,602,323.0299072265625,1.0151844024658203,-5.0,18.0,-5.0,-4.0
1597062862.5926943,11,404,264.3004455566406,1.0016999244689941,-5.0,18.0,-5.0,-6.0
1597062866.897097,12,257,-107.09077453613281,1.0017338991165161,18.0,-7.0,-8.0,-5.0
1597062872.208008,13,428,432.22125244140625,1.0149006843566895,-8.0,-4.0,18.0,-3.0
1597062875.9844446,14,257,931.7993774414062,0.9916913509368896,-7.0,-6.0,18.0,-8.0
1597062880.5604026,15,354,432.7065124511719,1.0140507221221924,-7.0,-7.0,-5.0,18.0
1597062884.2734425,16,263,1063.9388427734375,0.9854534268379211,-6.0,-6.0,-8.0,18.0
1597062888.882704,17,330,15.223626136779785,0.995466947555542,18.0,-3.0,-7.0,-8.0
1597062894.4767745,18,444,496.77288818359375,1.024823784828186,-7.0,-4.0,18.0,-5.0
1597062898.3452,19,282,957.6646118164062,1.008268117904663,-7.0,18.0,-6.0,-8.0
1597062903.04829,20,352,551.4640502929688,0.9675613641738892,-4.0,-3.0,18.0,-3.0
1597062909.3856528,21,489,678.201416015625,1.0248605012893677,-4.0,18.0,-5.0,-5.0
1597062913.4105117,22,287,154.34466552734375,0.9802144765853882,-6.0,18.0,-5.0,-5.0
1597062920.7417667,23,562,31.55891990661621,1.0024505853652954,18.0,-3.0,-4.0,-4.0
1597062925.3175476,24,338,-894.985595703125,0.9777743816375732,-6.0,18.0,-5.0,-6.0
1597062931.9692795,25,505,1086.7481689453125,0.9745360612869263,-5.0,18.0,-5.0,-8.0
1597062935.5387554,26,266,854.7437133789062,0.9838700890541077,-7.0,-4.0,18.0,-7.0
1597062941.9275804,27,470,499.2017822265625,1.0134371519088745,-3.0,-3.0,18.0,-6.0
1597062947.8849275,28,461,285.4720764160156,1.0330053567886353,-4.0,-8.0,-5.0,18.0
1597062955.6854444,29,596,231.4762725830078,1.0079842805862427,-6.0,18.0,-8.0,-5.0
1597062959.932964,30,318,-148.0000457763672,1.0033068656921387,-6.0,18.0,-6.0,-5.0
1597062963.642578,31,275,2025.765869140625,0.9867241978645325,-8.0,18.0,-7.0,-8.0
1597062970.629634,32,530,598.8646850585938,0.9526042342185974,-5.0,-3.0,18.0,-6.0
