Episode,Steps,ActorLoss,CriticLoss,Reward
0,260,0.00609922781586647,0.0031053200364112854,-7.0
1,270,0.006104567553848028,0.021992718800902367,-8.0
2,326,0.006096105091273785,0.0054614245891571045,-7.0
3,309,0.006097098812460899,0.16095766425132751,-8.0
4,382,0.006098336074501276,0.0019987374544143677,18.0
5,366,0.006096843630075455,0.18527241051197052,-8.0
6,282,0.006107271648943424,0.016634762287139893,-4.0
7,360,0.0060911779291927814,0.03112778067588806,-6.0
8,308,0.006096384022384882,0.5205135345458984,-6.0
9,463,0.006105748470872641,0.027382314205169678,-8.0
10,289,0.00610403623431921,0.005045592784881592,-5.0
11,371,0.006110175047069788,0.006396204233169556,-7.0
12,469,0.0060881515964865685,0.0295831561088562,-3.0
13,602,0.006107084918767214,0.07074785232543945,-3.0
14,291,0.006112066563218832,0.041277289390563965,-8.0
15,242,0.006096690893173218,0.018906861543655396,-6.0
16,518,0.006096043158322573,0.0007479339838027954,18.0
17,383,0.0060960217379033566,0.012112583965063095,-6.0
18,329,0.006096045020967722,0.21229153871536255,-6.0
19,503,0.006096030585467815,0.05880215764045715,-3.0
20,573,0.006092180032283068,0.11831426620483398,-6.0
21,402,0.006087705958634615,0.01448153704404831,18.0
22,385,0.0061045121401548386,0.00011358410120010376,-4.0
23,476,0.006100373808294535,0.04982331395149231,-6.0
24,256,0.0060926382429897785,0.003003448247909546,18.0
25,299,0.006096237804740667,0.19821959733963013,-7.0
26,266,0.006096314638853073,0.2213141918182373,-7.0
27,269,0.006096419878304005,0.1917298138141632,-8.0
28,383,0.006104521919041872,0.009209513664245605,-5.0
29,361,0.006094732321798801,0.039928995072841644,-4.0
30,218,0.006097537465393543,0.012723270803689957,-7.0
31,308,0.006101834122091532,0.018160969018936157,18.0
32,260,0.006096856668591499,0.1764615774154663,-8.0
33,249,0.006087193265557289,0.0061664097011089325,-7.0
34,326,0.006094858516007662,0.009871434420347214,-5.0
35,364,0.006096767261624336,0.01864449679851532,-6.0
36,592,0.006102488376200199,0.01636400818824768,-4.0
37,431,0.006098282989114523,0.010434675961732864,-8.0
38,422,0.006097910925745964,0.020426593720912933,-5.0
39,278,0.00609690323472023,0.0734276995062828,-7.0
40,424,0.006097115576267242,0.013199381530284882,-6.0
41,227,0.0060968841426074505,0.010714609175920486,-8.0
42,349,0.006099124904721975,0.016394564881920815,18.0
43,320,0.006092696450650692,0.009974408894777298,-7.0
44,295,0.006092539057135582,0.00528465211391449,-5.0
45,267,0.006096790079027414,0.3167208135128021,-7.0
46,286,0.0060998788103461266,0.005299627780914307,-8.0
47,273,0.006108103785663843,0.02767723798751831,-7.0
48,318,0.00610286695882678,0.0690891444683075,-5.0
49,309,0.006096693687140942,0.3894631862640381,-5.0
50,348,0.006095030345022678,0.023065119981765747,-7.0
51,265,0.006105635780841112,0.022077828645706177,-5.0
52,289,0.0060965935699641705,0.4187736511230469,-3.0
53,198,0.006096746306866407,0.00070953369140625,-8.0
